,Area,I1,I2,I3,I4,I5,I6,Class
375,2.9969492485,0.597243596845,1.57071588492,2.25074646999,2.71856507149,5.21017818288,3.54339017985,0
341,2.55990662504,0.790033740012,3.07033845746,5.70393493059,7.83756168893,14.8395456401,9.69247661823,0
211,2.78958071216,0.530607984159,1.86913420629,2.73258644308,2.91600301075,6.22316924092,4.63330617291,0
597,2.25647720624,0.747708959127,2.39539071991,3.45156354776,4.47330610991,8.58617195886,6.30645156767,0
161,1.98227123304,0.768781306173,2.64720535194,3.70253326643,5.58197324698,10.8865190527,7.37722875763,0
1032,2.9447293603,0.747616866031,2.18625144543,4.55341648582,5.90300367351,13.5820723022,7.74657170174,0
913,2.65801139666,0.736811587373,2.12989560493,3.94949877813,4.72803725717,9.06884928115,5.79308414547,0
1508,1.87215627275,0.763480987609,2.56991450752,3.61099136141,5.1714819207,9.5642241553,6.52824126226,1
801,2.09516935143,0.704989984886,2.29493614905,3.05101366161,3.78462446767,7.89067558656,5.11530970952,0
116,3.09499490094,0.573825686181,1.36157272896,3.14011758647,3.56610520634,6.91971496946,4.24944706801,0
726,2.56584781867,0.740476109905,2.13803413531,4.54534419913,5.788799684,11.84554575,8.27609017998,0
1125,3.14254588409,0.786287040708,2.87735345316,4.6432787453,6.6163668311,12.2762837561,8.06658190737,0
1207,1.8543060418,0.714700432842,2.05913981512,3.13314065382,4.22565654186,7.90506052983,5.26866132927,1
853,2.36921585741,0.682229294997,2.59093196341,3.09649118336,4.14897451023,8.04349059321,6.13302547223,0
728,2.84788099745,0.776202717541,2.60154187912,4.4151930655,6.07865914968,11.9490840134,8.21601109374,0
183,1.79588001734,0.780846505873,2.97281553241,3.99976132512,5.81687701667,10.7408973148,7.33955316652,0
555,2.58433122437,0.788498179069,3.02529277757,4.48005795369,6.42172849087,11.8745899474,7.93529533443,0
1148,2.60314437262,0.790064519288,3.50255246661,4.17312364988,6.13811183513,11.3189555398,7.91632361062,0
1534,1.74818802701,0.394101648257,0.941451383447,1.24700917345,1.39008271103,2.70898056514,1.86672289118,1
1248,1.96848294855,0.631022212292,2.03100074948,2.27746009459,4.27870302927,7.56489055044,5.42631304458,1
340,2.38738982634,0.331385227629,0.987258092749,1.36835897892,1.37042447401,2.7462513336,1.94860495383,0
240,3.11958577496,0.561860308526,1.54352788498,2.55102185217,2.60385484435,5.19149900765,3.3913863523,0
1033,2.59383966108,0.787990266198,3.03874535587,4.25572897198,6.13324706648,11.894460086,8.11284330277,0
548,3.06050897561,0.624158905675,1.6367997943,2.43036003172,2.93072291449,5.61916192339,3.80632135092,0
149,2.41077723338,0.678578027452,2.18403830151,2.87797985884,4.10963824231,8.36797393215,5.20718972015,0
1360,1.92941892571,0.667369667323,1.72654860285,3.36848680108,4.07309115453,7.79846367999,4.95677057897,1
52,2.44870631991,0.769525563388,2.88425987292,3.61579885879,4.85253112672,9.27687509124,6.29576873041,0
1377,2.02118929907,0.640226798488,1.65556328334,3.04647818629,4.16895791063,7.79305495794,5.02405656281,1
529,3.10940979055,0.782216062357,2.74508851356,4.648426665,6.47254255725,12.1690326231,7.93032577831,0
385,3.12726681832,0.605497881607,1.64997561843,2.16752074207,2.59803510046,4.9842311239,3.44990055222,0
1060,2.69152352217,0.349248253014,1.31998211206,2.45811837735,2.9118530587,5.7289176977,3.61141877882,0
356,1.95904139232,0.713233293884,1.94721304502,3.85398595967,4.84314028072,9.22815092289,5.92453838142,0
952,1.7075701761,0.788913518335,3.56115164221,4.3334586847,6.19166738429,11.9894246931,8.05313013248,0
863,2.45636603313,0.781166221581,3.19213301933,4.085959637,5.32673303456,10.0869085024,7.12693656114,0
61,2.61857102812,0.684594610981,2.40441111401,3.84563250058,3.33778305257,6.93956471366,4.62651594003,0
1432,2.19173039336,0.733293364611,2.27766176839,3.20537261664,4.42402408203,8.24851052836,5.59070631917,1
1186,2.19728055813,0.56273061145,1.44278338224,3.46746539903,4.69756614221,8.9031483463,5.48845590437,1
167,2.77232170672,0.754957117395,2.26240610259,4.77335159316,5.92577790278,11.2930354651,7.09225094975,0
1051,2.05307844348,0.66208620859,2.1682248578,2.93892578551,3.29700999606,6.54574326006,4.39143648252,0
310,2.57806588384,0.645486717912,1.72590105632,3.71493074722,3.50812112563,7.20768372766,4.3938602448,0
946,2.55810830163,0.529351978896,1.95451821941,2.53525251356,2.6470664348,5.3322787337,3.77428562533,0
1504,1.73639650228,0.650726612764,1.6432156026,3.50163678329,4.5809823304,8.74778461038,5.44194575823,1
1206,1.71600334363,0.785239148539,3.1331163516,3.81258087039,5.82932934614,10.6612786018,7.40635892418,1
1482,2.55266821611,0.738423272482,2.33196998509,3.32820026891,4.21438286139,8.08336239397,5.39417742871,1
1073,2.92427928606,0.76119966338,2.33356162056,6.16326750796,7.59805516307,14.6987345428,9.10892865486,0
1352,1.94939000664,0.7527819291,2.27372268336,4.51788037359,5.87442990995,11.0897107252,7.0690983987,1
268,2.68529378139,0.741017788098,2.13664786481,4.04279900906,5.11119609865,9.69680679579,6.19182149918,0
799,2.85612444424,0.76715906448,2.42353973635,6.67219316935,7.74215824842,15.1329520772,9.56065406299,0
774,2.01072386539,0.324327754139,0.791136141318,2.10381725145,2.68326166276,5.17527294745,3.76676815161,0
570,2.76380222407,0.781578246379,2.74396459063,4.35889153193,5.96843648825,11.1357741992,7.34310023194,0
1133,2.15986784709,0.795970905819,4.21445854387,5.3034311693,7.6433168371,14.1434320031,9.9966372292,0
1228,2.84540813962,0.716450746203,2.47991986595,3.2680361956,4.01986724361,8.16508558518,5.35328968691,1
550,2.28103336725,0.795602658681,4.39182695898,4.92124381859,7.6259599799,14.3299747845,10.170331525,0
252,3.08760397369,0.792377665056,3.22935103541,4.74718264053,7.04921703725,12.9552244517,8.67107733588,0
155,2.62582671329,0.749306851196,2.32955310703,3.46733473814,5.3473796994,9.81838904212,6.51675878513,0
1394,2.55750720191,0.761769751492,2.63489282685,3.59294185666,5.24598934072,10.0271890985,6.80740363292,1
164,2.2671717284,0.795342456131,4.4107990248,5.42762040298,7.62055653146,14.267454681,9.92039586459,0
829,3.08062648692,0.775852184694,2.78457877134,3.87215776883,5.2458781452,10.8825414394,6.85275897352,0
854,2.47129171106,0.756017272702,3.11391738686,3.2299652657,4.33680827529,9.37434155677,6.31296349316,0
220,2.35602585719,0.79631116669,4.94514479828,4.557085596,8.48460440904,15.6294635991,11.5289094323,0
371,2.36642295723,0.580258756068,1.81847079711,2.08934132997,2.81268179724,5.74196092087,4.5700026953,0
1344,2.18184358794,0.683369574196,3.62151337633,3.82023681781,3.58145538578,7.28244708118,5.41993086301,1
96,2.29446622616,0.167330128295,0.59550240957,0.819201792821,1.61330564444,2.8376659876,1.92932652687,0
1318,2.02118929907,0.681343017678,2.02692760686,3.18847778437,3.95599346482,7.82637021736,5.06258255066,1
692,1.73239375982,0.55365430769,2.60421969993,1.6755258234,2.9622663135,5.69229962304,4.26743072477,0
1395,1.86923171973,0.722673993141,2.10095426935,3.05442064127,4.20481430198,7.98280232846,5.48369958387,1
779,2.62582671329,0.788359727694,3.03660359936,4.52771557836,6.41738112341,11.931120772,8.02780066777,0
676,2.35602585719,0.39272096036,1.09137450713,1.5191090328,1.7972224914,3.45544709591,2.34580173721,0
965,2.55022835306,0.775063900872,2.61557344522,4.03720160214,5.48396562485,10.2698452861,6.81744099591,0
270,2.27531135454,0.614292193828,1.70659741975,2.23401754589,2.91518347626,5.69477044719,4.32124667595,0
1413,2.10209052551,0.742199078783,3.01619624678,2.75858183262,4.97880140357,11.7424315976,6.93192607575,1
621,2.90525604875,0.625842220947,2.20300507461,3.12392898104,2.97782912759,6.16251633027,4.36347154989,0
1199,2.00216606176,0.746001659333,2.21704938152,4.07408425837,5.53412294642,10.3382296359,6.64268389755,1
493,2.99651167215,0.534512814441,1.30233716612,2.28304391457,2.56624513009,4.99100016051,3.21856883113,0
608,2.80413943234,0.74833755128,2.20626879706,4.37803211119,5.36249828856,10.2349059597,6.47498830715,0
403,2.5243961221,0.653471591097,1.83459249581,2.50539541252,3.08970527992,5.88800132596,4.01662476709,0
717,2.53655844257,0.668869453835,2.69407647271,2.67425131316,4.76917847364,8.71268868591,6.13108681856,0
664,2.07918124605,0.655960726928,1.77424858378,3.02784133041,4.05313543722,7.63323972251,4.9702516361,0
1533,2.10551018477,0.779077336822,3.42084574196,3.69722029808,5.47970520312,10.1146838169,7.9505717927,1
1191,2.54282542696,0.763818421158,2.41337265771,4.1981107184,5.78386212419,10.8963531437,7.04625533765,1
1554,1.76715586608,0.458689048689,1.07385603815,2.9960605348,3.28467375354,6.42549965032,3.84938697104,1
1043,2.8912586169,0.670313010582,3.03700527491,3.9618023973,3.45996777367,7.50848720878,5.72237473123,0
152,2.72754125703,0.783205581816,2.75978372472,6.01484306461,7.7266447713,15.1011322042,9.81433691845,0
635,2.78958071216,0.565267519297,2.2705921046,2.92347354328,2.52166534065,5.27534512594,3.71256905172,0
1559,1.78532983501,0.606114543036,1.47050785359,2.91662462672,3.36758608932,6.50994341678,4.106019516,1
129,2.66275783168,0.669884183436,1.69857975413,4.41064138457,5.11508196301,9.88764752666,5.98516389693,0
478,2.59162103821,0.702908063468,2.2366750846,3.18112403749,3.55591255601,7.05905907888,4.78208261957,0
1299,1.84198480459,0.61759436934,2.0622508244,2.29401953191,3.43046961083,6.66275190896,5.08548038123,1
1321,2.52309583825,0.426821959033,3.13633642556,3.52618149432,3.1288204724,6.47287682661,5.28212824297,1
1213,2.10209052551,0.703804775519,2.16885846407,2.8195009586,3.67290867953,7.24700093404,5.11349575601,1
29,2.00432137378,0.656019522936,1.75651327487,2.97047031864,3.59069116898,6.96463718932,4.70434020776,0
881,1.74429298312,0.78154247269,3.0323738648,4.4758022872,6.60943965146,12.6973772815,8.15591222644,0
362,3.06688474313,0.480352017095,1.17321193418,2.01851781665,2.42532741617,4.65840239544,3.0727679953,0
318,2.70799574642,0.780691510494,2.71454973677,4.71086787789,6.69087691255,12.4776708883,8.13602841611,0
751,2.88223984802,0.783244108617,2.78252072336,5.46988028896,7.33191069046,13.9240049828,8.99233351298,0
958,2.76641284711,0.6506273631,2.89504528494,3.07171887807,2.90468677283,6.06580005309,4.55019126983,0
1064,2.78639646137,0.787233361046,2.90418778184,5.64262880336,7.57606110365,14.2659573712,9.11558307354,0
1374,2.55266821611,0.704533709991,2.05155797168,3.00071781386,4.36840164552,8.05986381356,5.39440414077,1
1286,2.64246452024,0.530924776417,1.3453326174,2.06466402607,2.51416984463,4.81575707998,3.24311433136,1
1210,2.97011432229,0.631880031746,1.55713264793,3.31889055122,3.83893454278,7.42037379289,4.62601726653,1
316,2.16731733475,0.793076626509,4.79777748754,3.98733873426,7.26910399117,12.9307248784,9.94803230195,0
353,3.05709528961,0.780368738789,2.67399986363,7.07279576775,8.78330399673,16.7444796777,10.1674618642,0
1470,1.94939000664,0.735854048469,2.15100306379,3.61066408489,4.43064913901,8.45828610522,5.51958352718,1
675,1.69897000434,0.146484168016,0.343273914901,1.61693228659,2.11883130131,4.06051401187,2.54864159625,0
114,1.94200805302,0.785389408485,3.33018079856,5.8545705709,5.88584027756,11.8055859848,7.55324091427,0
1252,1.72835378202,0.776741748538,2.7166627318,4.22397120282,5.92626702284,11.0515423314,7.32303722332,1
333,2.50105926222,0.565719086197,1.59778327459,2.51124067357,2.60522475686,5.16433018058,3.40631365671,0
875,2.42078061955,0.739149626109,2.16531948846,4.00081291283,5.12672996625,9.77395481978,6.34093881079,0
516,2.59328606702,0.658959395273,1.69921380383,2.92361171823,3.93251346537,9.34621404878,5.35188527128,0
947,2.86003838981,0.700679685152,1.85094679914,4.53512481083,5.40763252939,10.4034742448,6.38772541503,0
463,3.25815819334,0.623813323406,1.6270097684,2.49270545583,2.91597632943,5.62058320915,3.73043624629,0
1098,2.24054924828,0.791283158444,3.47141804936,4.0056738208,6.32322953937,12.2667466109,8.35994274124,0
909,1.73239375982,0.791266497921,3.8625109706,4.11300936282,6.58508104033,12.0882927807,8.52861294183,0
1080,1.77085201164,0.763266268506,2.63521942936,3.45263126035,5.09896544209,9.5411075081,6.42245134297,0
5,2.26126286879,0.780945211183,3.57647005955,3.50141260414,5.33071964926,10.4614100521,7.74061673322,0
756,2.61331316146,0.713873994134,2.03723019249,3.69182651377,4.18178290436,8.1875486909,5.29058076797,0
1274,2.42813479403,0.735163250181,2.18762278747,3.87489342731,5.13022429565,9.72454300858,6.45057941858,1
985,2.63548374681,0.756925869959,2.2945502506,4.7282464906,6.05583898607,11.464872671,7.24591162689,0
275,2.16435285578,0.768476637118,3.41962125511,3.15744594469,4.7731017347,9.16982255813,7.07116912219,0
528,2.7923916895,0.769029970275,2.4632422733,4.55557548273,5.94188538997,11.2758469073,7.28101859801,0
351,3.06557971473,0.779602687197,2.67061524519,5.13353828907,6.65020954645,12.7123797038,8.15165715534,0
171,3.15609463064,0.78458483366,2.84034043456,4.41291011663,6.21989675776,11.6746649438,7.76701489536,0
1399,3.11344195397,0.659874565378,2.16861057809,2.55892089422,5.00815313754,8.85885384712,6.21095951855,1
115,2.02530586526,0.719148197091,2.06914130092,4.15811422211,5.14228411237,10.1900776116,6.36681200051,0
142,2.84198480459,0.575492305469,1.86626893539,2.96072133107,3.08928047065,6.31662376782,4.4834847652,0
497,2.73479982959,0.745655610141,2.17194237693,4.63367951239,5.58029278577,10.6876947758,6.66628640674,0
948,2.7299742857,0.585815763637,2.09022851171,2.99853792537,2.57072178197,5.42346664739,3.62092498234,0
14,2.08098704691,0.793507983985,4.11540691057,3.99098807798,6.65629810523,11.9825381316,8.76877321949,0
686,2.25767857487,0.582940867111,1.62639608753,2.57740289972,2.92128555928,5.67400043403,3.79201869873,0
674,1.71600334363,0.575205848928,1.43791591992,2.60386711001,3.05104095487,5.88042268699,3.78565392709,0
823,2.76117581316,0.725902122251,2.30023199704,3.98008310508,4.78519230838,9.19472816234,6.03470827769,0
518,3.21984638602,0.501366616832,1.20293183565,2.49548126204,2.85743588436,5.53396584797,3.46081121966,0
1498,2.27875360095,0.750170116422,2.26429761792,3.85465911907,5.09474286994,10.3233318833,6.94476402213,1
1464,1.75966784469,0.765480007747,2.56249740591,3.93100119562,5.54529641316,11.9911526698,7.40753723691,1
80,1.95904139232,0.764725685674,2.43160892277,5.3403905287,6.43832433978,12.3314895898,7.75838198022,0
1158,3.20871001991,0.152729007011,0.429335002501,1.78579602974,2.13420052396,4.09519641864,2.49065588132,0
671,2.75815462197,0.778676249376,2.63904302531,6.21182601283,8.21467915737,15.4880301626,9.53507073638,0
1215,1.94200805302,0.72793571993,4.3860545974,2.52156297633,5.04582275591,8.83397468674,7.69001168443,1
78,2.91881639036,0.737441862163,2.14909570432,3.79081976046,5.21443392089,10.5189028577,7.204061023,0
813,2.57054293988,0.765292974367,4.03123871225,3.31587130333,4.7797051763,9.53136708997,6.80620919001,0
967,2.20411998266,0.787606096555,3.28679899388,4.75548923078,6.46765157781,12.2291346896,8.12492320429,0
1120,2.40654018043,0.796315490806,4.37184150854,4.7987701855,9.03396096255,17.9721714476,11.2287490606,0
1221,1.84198480459,0.608067612533,2.02331224901,2.43960842671,3.86424188526,7.9340009789,4.93249052531,1
447,2.03941411918,0.59288001224,1.48393021696,2.50627510625,3.31444467078,6.39427889511,4.59427452271,0
469,2.74115159885,0.776726762382,2.59442376849,5.20576652131,6.80938901098,13.2142775271,8.81158136128,0
1309,1.96378782735,0.703368695883,2.28413731673,2.52101606791,3.23110143725,6.13201883563,4.48704469372,1
858,2.89872518159,0.717430830036,2.26302942282,3.8969748006,4.54596636533,8.81481877534,5.748914419,0
178,2.36172783602,0.781782313551,2.8178895468,4.78262791585,6.28597185737,12.5836507273,8.66021533908,0
836,2.33041377335,0.790503482078,3.63186168625,3.98908875514,6.3079138689,12.2613453504,9.35739012311,0
2,2.89954693109,0.705856824869,1.88377270086,3.96579446306,4.89909291582,9.45931163976,6.11110728481,0
584,2.94767873994,0.423575105191,1.05281495651,1.89066767569,2.18385894296,4.22195928955,2.71073067338,0
