Image,I1,I2,I3,I4,I5,I6,Class
nd106 cloz09.tif,0.632776158,1.757779393,2.792197338,3.736485609,7.01765608,4.769067663,Corante
nd106 cloz09.tif,0.255230503,0.672731367,1.490229479,1.776915327,3.410820124,2.124024852,Corante
nd106 cloz09.tif,0.425966561,0.96615419,2.386382954,2.672617869,5.202424487,3.15570721,Corante
nd106 cloz09.tif,0.671570935,2.097823196,3.147449226,3.63390938,7.476111197,4.743646233,Corante
nd106 cloz09.tif,0.460459278,1.586778272,1.789293094,3.530516629,6.684999955,4.444476672,Corante
nd106 cloz09.tif,0.76320288,2.48306314,4.345501043,5.39150422,10.37883434,6.796585453,Corante
nd106 cloz09.tif,0.782240079,3.230712511,3.937258024,6.737659774,12.47407743,8.405522014,Corante
nd106 cloz09.tif,0.792018494,5.785158993,4.794309657,7.179131898,13.24875687,10.07290525,Corante
nd106 cloz09.tif,0.745172936,2.274516925,3.709750221,4.981816776,9.349086082,6.143556392,Corante
nd106 cloz09.tif,0.752696826,2.874329963,4.313479639,4.898578068,9.567048373,6.363573242,Corante
nd106 cloz09.tif,0.111409863,1.155210398,0.830128189,1.734087025,3.359187468,2.362771254,Corante
nd106 cloz09.tif,0.733381687,2.116452409,3.646980335,4.856259413,9.276433602,6.250589513,Corante
nd106 cloz09.tif,0.727978557,2.130875175,3.548598095,5.115256756,9.83707666,6.8623352,Corante
nd106 cloz09.tif,0.759660532,3.418083296,3.410595308,4.702561042,9.124461538,6.452600722,Corante
nd106 cloz09.tif,0.47196147,1.102059608,2.57809763,3.302476331,6.400548681,4.523579762,Corante
nd106 cloz09.tif,0.645588045,1.624324854,3.933110894,4.921602888,9.800351758,7.214999689,Corante
nd106 cloz09.tif,0.773373845,3.274048913,3.305778008,5.454069923,9.834006911,7.175852207,Corante
nd106 cloz09.tif,0.515266832,2.064632899,2.215977177,2.503161387,6.028204039,4.792096858,Corante
nd106 cloz09.tif,0.704797457,2.501007729,3.739259097,4.085249965,8.528361219,6.560351993,Corante
nd106 cloz09.tif,0.660922579,1.75508925,3.724822838,5.258229726,9.763102654,6.176242154,Corante
nd106 cloz09.tif,0.775095015,2.772385297,3.860856414,5.334863282,10.3393899,7.036987867,Corante
nd106 cloz09.tif,0.631393235,1.759377688,2.633227525,3.494522252,6.563116135,4.376201175,Corante
nd106 cloz09.tif,0.718242022,2.099830733,3.738264422,4.823690202,9.112266844,5.876781989,Corante
nd106 cloz09.tif,0.785397999,3.527521598,4.645324651,6.986364036,13.40020915,8.919105971,Corante
nd106 cloz09.tif,0.713297606,1.958378682,3.956779291,5.166783535,9.978575647,6.587228807,Corante
nd106 cloz09.tif,0.60211495,1.858255243,2.307244397,3.968823454,7.612251653,4.943028384,Corante
nd106 cloz09.tif,0.753366272,2.401573629,4.338209978,6.017315668,12.73899489,7.411450924,Corante
nd106 cloz09.tif,0.719306108,2.120358189,3.135363529,4.517620493,8.354747582,5.581283859,Corante
nd106 cloz09.tif,0.74719266,2.512008349,3.139053124,4.298615914,8.066099603,5.559016851,Corante
nd106 cloz09.tif,0.73242506,2.488156784,2.810507676,4.366315566,7.966516,5.614986892,Corante
nd106 cloz09.tif,0.742557311,2.236055681,4.869754998,6.178753041,11.98581605,7.360124057,Corante
nd106 cloz09.tif,0.760963463,2.689089105,3.172476334,4.756164445,10.96355903,6.558749328,Corante
nd106 cloz09.tif,0.741595262,2.219438703,3.640617531,4.835775821,9.58210085,6.461968323,Corante
nd106 cloz09.tif,0.749353064,2.297585391,3.682449685,5.228926233,9.757573964,6.386005052,Corante
nd106 cloz09.tif,0.76833641,2.736475745,3.934884956,5.954529401,11.10511539,7.365669865,Corante
nd106 cloz09.tif,0.699300106,2.089383082,2.89064795,3.875708126,7.336234416,4.944813812,Corante
nd106 cloz09.tif,0.670331717,2.085199936,2.403720936,3.490264535,6.846720584,5.108400475,Corante
nd106 cloz09.tif,0.672401595,1.933483367,2.641437524,3.687031726,7.648649472,4.878044091,Corante
nd106 cloz09.tif,0.481356076,1.268014608,2.235799331,3.525419564,8.21345983,5.735521543,Corante
nd106 cloz09.tif,0.688481325,1.842877454,3.311634936,4.092139937,7.832050495,5.158202615,Corante
nd106 cloz09.tif,0.622063988,1.536808719,3.034100106,3.540253264,6.839654493,4.336074134,Corante
nd106 cloz09.tif,0.582795089,1.409137614,3.502252735,3.930178207,7.6481644,4.668555043,Corante
nd106 cloz09.tif,0.776389211,2.660951005,4.304001278,5.696883454,10.77673312,7.157292176,Corante
nd106 cloz09.tif,0.596511199,1.95591021,2.204733902,3.948885483,7.038562736,5.476430794,Corante
nd106 cloz09.tif,0.629598437,1.662335546,2.849540641,3.594036916,6.818573651,4.462114039,Corante
nd106 cloz09.tif,0.326706364,1.232848354,1.286755816,2.309133649,4.134129367,2.926601362,Corante
nd106 cloz09.tif,0.691996913,1.924027361,3.122270728,4.19118191,8.977309115,6.855016138,Corante
nd106 cloz09.tif,0.718719152,2.910553163,2.897128535,3.552066449,6.924546721,5.39572835,Corante
nd106 cloz09.tif,0.716423076,2.069569155,3.957249703,5.178891952,10.78943068,8.186387029,Corante
nd106 cloz09.tif,0.732937679,2.837688804,2.632167514,4.738054583,8.819337056,6.279424512,Corante
nd106 cloz09.tif,0.757679286,2.554053685,4.291667138,5.408229993,10.43067351,6.686477959,Corante
nd106 cloz09.tif,0.770981259,2.845975781,3.325769028,5.267332438,9.71039026,6.749293383,Corante
nd106 cloz09.tif,0.758616214,2.687058827,3.619330665,5.191007985,9.840094212,6.620504839,Corante
nd106 cloz09.tif,0.508908726,2.34226611,1.693262426,2.085739938,4.388500622,3.276467488,Corante
nd106 cloz09.tif,0.659439704,1.711488767,3.277024035,4.460258646,9.204224165,5.489363835,Corante
nd106 cloz09.tif,0.74781032,2.512774612,3.705799032,4.455090251,8.536723021,5.754155382,Corante
nd106 cloz09.tif,0.534131633,1.64134175,2.674172362,3.57567784,7.116582437,4.525841887,Corante
nd106 cloz09.tif,0.737577321,2.434591532,3.759878813,5.218082953,11.1599619,6.56590436,Corante
nd106 cloz09.tif,0.576670926,1.410322416,4.32913763,5.011701276,9.718910949,5.71704252,Corante
nd106 cloz09.tif,0.225378365,3.096772132,2.566222744,2.90689028,6.402736334,4.892233212,Corante
nd106 cloz09.tif,0.584458814,1.965894344,2.135679295,2.997956758,6.112014305,4.668202528,Corante
nd106 cloz09.tif,0.757199328,5.462510737,3.093367756,5.765916808,10.20147392,9.276977443,Corante
nd106 cloz09.tif,0.635294783,1.837638305,3.598616546,3.934832533,7.714191942,4.875890534,Corante
nd106 cloz09.tif,0.341561415,0.853154049,1.683744228,1.647197977,3.312767969,2.07451362,Corante
nd106 cloz10.tif,0.76633802,3.524936036,3.123125191,5.168495088,9.49188568,6.937716465,Corante
nd106 cloz10.tif,0.737549939,2.180753235,3.862230273,5.088601125,9.873883926,6.671483793,Corante
nd106 cloz10.tif,0.722579611,2.09337911,3.265598539,4.629136353,8.635089439,5.820286613,Corante
nd106 cloz10.tif,0.792619227,5.067925835,4.256551454,7.175405512,12.92853157,10.2971992,Corante
nd106 cloz10.tif,0.727123819,2.05712336,3.670592844,4.710881187,8.908439293,5.767105923,Corante
nd106 cloz10.tif,0.729742361,2.135825614,3.549214788,5.031290387,9.355466049,6.16783042,Corante
nd106 cloz10.tif,0.476125451,1.109602869,3.396664568,3.35673669,6.733668436,3.92219596,Corante
nd106 cloz10.tif,0.652084043,1.809929825,3.156840863,3.681429835,7.121385449,4.783404487,Corante
nd106 cloz10.tif,0.462450953,1.243481061,1.758498647,2.519094331,4.803351615,3.458564269,Corante
nd106 cloz10.tif,0.711552699,2.557614791,2.914804332,3.880043375,7.292163503,5.394985995,Corante
nd106 cloz10.tif,0.778555042,2.846029288,3.85772605,5.578733778,10.66390768,7.802495839,Corante
nd106 cloz10.tif,0.702299688,2.996640222,4.915333752,3.613843744,7.952894637,5.903414629,Corante
nd106 cloz10.tif,0.747465396,2.243177329,3.651164657,4.764461563,8.972295582,5.886488724,Corante
nd106 cloz10.tif,0.777089782,2.734433734,4.512931675,6.875567619,12.57146151,8.620608893,Corante
nd106 cloz10.tif,0.765387234,2.867251803,4.132185662,5.452654042,10.37048132,7.044726593,Corante
nd106 cloz10.tif,0.769511172,2.600942642,4.345116838,5.833368259,10.98801683,7.452138015,Corante
nd106 cloz10.tif,0.793783662,4.512397822,5.750071567,7.236898786,13.73076324,10.19033531,Corante
nd106 cloz10.tif,0.781952968,3.101019948,3.662099601,5.826182321,10.57154816,7.384651932,Corante
nd106 cloz10.tif,0.723862768,2.105704805,3.335692887,4.70913735,8.766032132,5.886439972,Corante
nd106 cloz10.tif,0.793189004,4.083425262,4.356552116,7.417810351,13.73709151,9.975780855,Corante
nd106 cloz10.tif,0.664999664,1.883219066,2.636022106,3.559152545,7.320900703,4.904934462,Corante
nd106 cloz10.tif,0.758162183,2.649383387,3.402514877,4.61620043,8.899218676,6.036840161,Corante
nd106 cloz10.tif,0.673308038,2.190042539,2.658915247,3.565963991,6.713683891,5.360443291,Corante
nd106 cloz10.tif,0.74003778,2.156133006,4.300435548,5.267958772,10.0627303,6.37952094,Corante
nd106 cloz10.tif,0.720955501,2.064534227,4.329502333,5.598957569,10.75645787,6.851084455,Corante
nd106 cloz10.tif,0.766901022,2.668824852,4.027076882,5.469694622,10.54313016,6.826451397,Corante
nd106 cloz10.tif,0.752963186,3.228833561,3.877805991,4.936841834,10.43576438,6.552371479,Corante
nd106 cloz10.tif,0.673137115,1.916281846,2.935497628,3.455985897,6.660090353,4.418941524,Corante
nd106 cloz10.tif,0.784427075,3.426054054,3.779416001,6.284899151,11.33336244,8.338356241,Corante
nd106 cloz10.tif,0.606911758,1.477452491,3.122373738,4.223962706,7.899182341,4.966177178,Corante
nd106 cloz10.tif,0.778958886,2.849596878,5.074021269,7.102023613,13.34683148,9.500110607,Corante
nd106 cloz10.tif,0.539986373,1.356191709,3.477912446,4.372200619,8.348498988,6.465210654,Corante
nd106 cloz10.tif,0.754044096,2.823602258,3.929972118,4.56186976,8.873445541,5.99310496,Corante
nd106 cloz10.tif,0.70824763,1.975730876,3.530184891,4.764028636,9.31848674,5.946493445,Corante
nd106 cloz10.tif,0.595641473,2.415172422,2.756570913,3.043120334,6.100549298,4.487232837,Corante
nd106 cloz10.tif,0.752874363,2.579624547,3.035331756,4.392155129,8.111490264,5.70160261,Corante
nd106 cloz10.tif,0.732382525,2.807420448,3.001581897,4.555336587,9.408438003,6.083465691,Corante
nd106 cloz10.tif,0.670229798,1.780829333,3.465195149,4.498657237,9.096971608,5.919664772,Corante
nd106 cloz10.tif,0.784799411,2.945332222,5.80767067,6.850655272,13.71035312,9.087024171,Corante
nd106 cloz10.tif,0.692804514,2.082473352,3.262994485,4.084858895,8.150815728,5.41246416,Corante
nd106 cloz10.tif,0.723952434,2.031252167,4.170400728,5.318052069,10.40938935,7.178334609,Corante
nd106 cloz10.tif,0.67957199,1.896102862,3.965481708,5.335977062,10.01434787,6.371380365,Corante
nd106 cloz10.tif,0.688870358,2.008527987,2.898520279,4.254108256,7.832314779,5.265007675,Corante
nd106 cloz10.tif,0.793582359,3.64873989,5.361517678,7.861662096,14.62590953,9.688195839,Corante
nd106 cloz10.tif,0.679244682,1.820619772,3.625291632,4.450402835,8.757752635,6.16488291,Corante
nd106 cloz10.tif,0.45803007,1.22049771,2.176628184,2.715476098,5.178106124,3.66633016,Corante
nd106 cloz10.tif,0.750827986,3.76727674,3.106022021,4.566555599,8.707650367,6.473049507,Corante
nd106 cloz10.tif,0.582000509,2.610661148,2.088774982,2.566573484,4.974265259,3.893794594,Corante
nd106 cloz10.tif,0.751283483,2.280597394,3.766912402,5.151578646,10.52841287,6.649113315,Corante
nd106 cloz10.tif,0.673642115,1.862082875,2.948436845,4.097376089,7.632692946,5.082508718,Corante
nd106 cloz10.tif,0.576905901,1.411053404,3.073573412,3.542375348,6.874806419,4.408284112,Corante
nd106 cloz10.tif,0.725470513,2.182076331,3.143789085,4.223828275,8.031345724,5.390744783,Corante
nd106 cloz10.tif,0.569764844,1.428675954,2.582957416,3.530265932,9.828800358,4.456062292,Corante
nd106 cloz10.tif,0.78789212,3.132663215,4.594269939,6.578484512,12.30834439,8.148053238,Corante
nd106 cloz10.tif,0.764247519,2.731436498,3.15830662,4.701439437,8.639859671,6.067268725,Corante
nd106 cloz10.tif,0.737048285,2.256701182,4.199637847,4.814766285,9.336535272,6.132556268,Corante
nd106 cloz10.tif,0.73103877,2.917164451,2.728344956,3.525877855,6.680070968,5.357944486,Corante
nd106 cloz10.tif,0.758847307,3.245133153,4.214619923,4.804581372,9.37457268,6.471598293,Corante
nd106 cloz10.tif,0.719592963,2.124855563,3.41970542,5.038364817,9.287706336,6.109752367,Corante
nd106 cloz10.tif,0.73435583,2.310543809,4.67376594,4.602755969,9.749046374,5.764620919,Corante
nd106 cloz10.tif,0.757014457,2.515789506,3.811452717,5.295448434,10.6471538,7.860500019,Corante
nd106 cloz10.tif,0.664108187,1.980038749,4.224723513,4.680115538,10.25367816,6.739227529,Corante
nd106 cloz10.tif,0.730988863,2.405390217,3.220637373,4.503741618,8.547030918,6.163753408,Corante
nd106 cloz10.tif,0.708694833,2.090319451,2.775318022,3.783127485,7.208327217,5.084269605,Corante
nd106 cloz10.tif,0.636901308,1.908498549,2.336532621,3.808130178,6.91130474,4.786221419,Corante
nd106 cloz10.tif,0.582148378,1.636710172,2.594634366,3.87343721,7.182833454,4.833001118,Corante
nd106 cloz10.tif,0.723159169,2.03438208,4.97641022,5.764374229,11.15064933,6.786839402,Corante
nd106 cloz10.tif,0.623737747,1.552565208,2.92772616,3.493139294,6.740295759,4.360858821,Corante
nd106 cloz10.tif,0.648165812,1.704077464,3.460763331,3.695784236,7.277185714,4.571198758,Corante
nd106 cloz10.tif,0.77611837,2.624175637,4.573023546,5.984444588,11.26453985,7.299871465,Corante
nd106 cloz10.tif,0.577831179,2.131084204,2.115552346,3.017753851,5.900666158,5.510843236,Corante
nd106 cloz10.tif,0.625694992,2.023306059,2.650259726,3.36664644,7.333201012,5.481098854,Corante
nd106 cloz10.tif,0.338652025,0.879377565,1.411516297,1.546428095,3.025480509,1.986686085,Corante
nd106 cloz10.tif,0.529641362,1.300853131,2.44972602,2.793895134,5.426932299,3.535656806,Corante
nd106 cloz10.tif,0.424727396,1.739801623,1.472346322,2.254575993,4.857792076,3.2506589,Corante
nd106 cloz10.tif,0.372254183,1.079050278,2.260380559,2.652637019,5.223701422,3.973837424,Corante
nd106 cloz10.tif,0.676002165,1.768221244,3.282477839,4.154696237,7.995004162,5.310958804,Corante
nd106 cloz10.tif,0.681964512,1.82328768,4.237910208,5.093175071,10.30077615,7.53983193,Corante
nd106 cloz10.tif,0.47312321,1.173216351,2.214146563,2.639322986,5.091900223,3.272521672,Corante
nd106 cloz10.tif,0.770973532,2.55999198,4.753753718,6.457015286,12.15998699,8.209904455,Corante
nd106 cloz10.tif,0.690921485,3.282906146,2.400776674,4.344143506,8.303057572,7.005571061,Corante
nd106 cloz10.tif,0.737252892,2.821379109,3.907532697,4.878343976,9.35086773,6.49345174,Corante
nd106 cloz10.tif,0.755256919,4.022390864,2.888826604,5.39480476,9.553434775,7.406883611,Corante
nd106 cloz10.tif,0.649990156,2.448669699,2.14971331,4.336035345,7.619815722,6.163741146,Corante
nd106 cloz10.tif,0.40819258,1.208525665,1.589249052,2.712937981,6.414233679,3.404334948,Corante
nd106 cloz10.tif,0.690925355,1.850163086,3.804215835,4.761656639,9.187273197,5.919311846,Corante
nd106 cloz10.tif,0.620060042,1.617497234,5.367417892,4.607649577,9.651959127,5.704453711,Corante
nd106 cloz10.tif,0.582278437,1.701094877,2.092072646,2.32280048,4.535969515,3.200857934,Corante
nd106 cloz10.tif,0.737326216,2.734416186,3.42321026,4.639593902,8.672485442,6.038375724,Corante
nd106 cloz10.tif,0.558490009,1.428546516,2.940955421,3.762270295,7.115162444,4.722525826,Corante
nd106 cloz10.tif,0.770200955,3.025837754,3.492519104,5.314866918,9.901024432,7.051585474,Corante
nd106 cloz10.tif,0.772612878,2.975150454,5.196973538,6.131221844,12.45904171,7.737315874,Corante
nd106 cloz10.tif,0.756052965,2.480363363,4.41259344,5.867076948,11.23961438,8.052736045,Corante
nd106 cloz10.tif,0.734829375,2.663044959,3.345987126,4.632125559,8.937823596,5.9698529,Corante
nd106 cloz10.tif,0.48247719,1.559693693,1.500124571,2.274757419,4.44702883,3.458762707,Corante
nd106 cloz10.tif,0.309427107,1.145463643,2.344708662,1.575908643,3.633756611,2.195813714,Corante
nd106 cloz11.tif,0.5789946,1.804664609,3.274524735,3.341980919,7.225391423,4.282469026,Corante
nd106 cloz11.tif,0.771552528,3.622879301,3.348430797,5.47446147,10.11651372,7.650044254,Corante
nd106 cloz11.tif,0.726565612,2.719319094,3.193709223,3.599849058,6.996640092,5.032883474,Corante
nd106 cloz11.tif,0.755705829,2.345907631,3.861763444,5.287560937,9.888072519,6.481041132,Corante
nd106 cloz11.tif,0.605878181,2.647807067,2.631762176,3.147522256,6.125283389,4.60369712,Corante
nd106 cloz11.tif,0.717020697,2.024301651,3.680957245,4.618571233,8.992549614,6.076481529,Corante
nd106 cloz11.tif,0.795156366,3.783136764,4.668205498,7.252081483,13.38888094,9.304651662,Corante
nd106 cloz11.tif,0.729547294,2.114443113,3.415314421,4.641021185,9.039175954,6.490839532,Corante
nd106 cloz11.tif,0.579395077,1.56333026,2.174417613,2.690376052,5.135568111,3.49483309,Corante
nd106 cloz11.tif,0.458580525,1.17688997,3.765678336,4.13525183,8.984011073,5.097928311,Corante
nd106 cloz11.tif,0.707391846,2.814269321,2.848501287,4.384229853,8.224885001,5.812722843,Corante
nd106 cloz11.tif,0.741567336,2.208332949,4.295092726,5.613705298,10.56898994,6.732512985,Corante
nd106 cloz11.tif,0.758606629,2.577883947,3.243268682,4.786588939,8.91622989,6.173901783,Corante
nd106 cloz11.tif,0.6437554,2.398594303,3.09227125,3.063073078,6.46410425,4.361935405,Corante
nd106 cloz11.tif,0.749162783,2.282647083,4.790846957,6.586162353,12.68233222,7.953228754,Corante
nd106 cloz11.tif,0.763070064,2.490970726,3.8768031,5.485548588,10.19087443,6.737463704,Corante
nd106 cloz11.tif,0.641660957,3.413310582,3.467812731,2.866404598,6.61754857,4.574785232,Corante
nd106 cloz11.tif,0.556531825,1.786139422,2.093866328,2.852951212,5.415200891,3.749267651,Corante
nd106 cloz11.tif,0.778284249,2.990168216,4.222520438,5.657099837,10.78331083,7.443548398,Corante
nd106 cloz11.tif,0.78848078,3.780018723,4.943708395,5.970766381,11.46468514,7.86095086,Corante
nd106 cloz11.tif,0.795778044,4.505501682,5.671184191,8.115174204,15.00839216,10.6926241,Corante
nd106 cloz11.tif,0.64616055,1.823010848,2.477433284,3.484786673,6.795480049,4.548197624,Corante
nd106 cloz11.tif,0.679942662,2.098951585,2.612516548,3.306612475,6.368467727,5.273991127,Corante
nd106 cloz11.tif,0.788866357,4.372115364,4.47873244,6.843876511,12.57600301,9.291692123,Corante
nd106 cloz11.tif,0.481770201,1.112902018,2.498292049,2.983615996,5.766018514,3.697476852,Corante
nd106 cloz11.tif,0.583000338,1.501597198,2.22766125,2.67877976,5.152356399,3.52062675,Corante
nd106 cloz11.tif,0.785489007,3.297786645,4.507791514,6.097609633,12.36743972,8.208663492,Corante
nd106 cloz11.tif,0.653108198,1.887959288,3.256127387,3.576320766,9.092940855,5.730933046,Corante
nd106 cloz11.tif,0.758630821,2.422853131,4.067565931,5.639996755,10.50737514,6.857295438,Corante
nd106 cloz11.tif,0.719679299,2.044871037,4.237523975,5.087996427,9.756765243,6.149923365,Corante
nd106 cloz11.tif,0.269605656,0.910809356,3.389474933,2.543688286,5.522887251,2.999202914,Corante
nd106 cloz11.tif,0.759793122,2.631743607,3.698794572,6.008754038,10.90983638,7.894828301,Corante
nd106 cloz11.tif,0.681054042,1.966551129,2.714423468,3.677732861,6.891012627,4.662475783,Corante
nd106 cloz11.tif,0.759938422,2.794280283,3.252505597,5.747458542,10.39094621,7.145501822,Corante
nd106 cloz11.tif,0.648302486,1.657096975,3.712205238,4.951838016,9.554947959,5.863553589,Corante
nd106 cloz11.tif,0.771192373,2.891831573,3.65964808,5.250774221,9.710651262,6.696704263,Corante
nd106 cloz11.tif,0.569445712,2.441324011,1.91101584,2.899567993,5.583603436,4.29396383,Corante
nd106 cloz11.tif,0.780538158,4.198430767,3.490053013,6.760782966,12.87887121,8.947143285,Corante
nd106 cloz11.tif,0.766226225,3.730503669,3.512622572,5.260762273,10.46997347,7.391653604,Corante
nd106 cloz11.tif,0.716851523,2.013110664,4.218262397,5.342915447,10.20675943,6.350413244,Corante
nd106 cloz11.tif,0.620649002,2.566242306,2.819579328,3.195024477,6.35919323,4.67620187,Corante
nd106 cloz11.tif,0.731616389,2.33741426,3.238682131,4.067425466,7.841434615,5.253324159,Corante
nd106 cloz11.tif,0.72626043,3.404079357,2.909569072,4.56653375,8.66597458,6.294880889,Corante
nd106 cloz11.tif,0.684634824,2.087832419,3.21718018,4.181734456,8.0582044,5.403885165,Corante
nd106 cloz11.tif,0.645041135,1.72279835,2.515759747,3.248660909,6.144468323,4.18610009,Corante
nd106 cloz11.tif,0.789024825,3.307004427,4.533764541,6.661356898,12.93502266,8.551468024,Corante
nd106 cloz11.tif,0.777579197,3.54781808,3.868320292,5.878919934,11.05202988,7.69328801,Corante
nd106 cloz11.tif,0.715883683,2.509765001,2.767837889,3.910184425,7.382854626,5.596489233,Corante
nd106 cloz11.tif,0.606190979,2.313855079,3.314630793,3.548918964,7.120185238,4.854999095,Corante
nd106 cloz11.tif,0.572637898,1.407995968,2.634694882,3.246723405,6.267601052,4.277660594,Corante
nd106 cloz11.tif,0.649193411,1.650500165,3.325728817,4.225041913,8.452598701,6.299831968,Corante
nd106 cloz11.tif,0.677593656,1.895906956,2.823021975,4.05636936,7.583811014,5.060031413,Corante
nd106 cloz11.tif,0.613531263,1.56037553,3.325672973,3.614161172,7.104401259,4.546620661,Corante
nd106 cloz11.tif,0.79467568,3.929924656,4.617393792,7.569369561,14.11302631,10.63791277,Corante
nd106 cloz11.tif,0.751465574,2.696145835,3.024992837,4.721645961,8.752028523,6.111781195,Corante
nd106 cloz11.tif,0.752142521,3.032920674,3.067401819,4.376705914,8.108332576,5.926930811,Corante
nd106 cloz11.tif,0.735605915,2.178904513,3.49213813,4.772648414,9.217075481,6.019256948,Corante
nd106 cloz11.tif,0.424228355,1.200516278,2.055668544,2.435876344,4.681695473,3.257986825,Corante
nd106 cloz11.tif,0.653740543,1.828960782,2.564115607,3.356358371,6.530381152,4.933513018,Corante
nd106 cloz11.tif,0.512853668,1.29923867,2.386719523,3.247485617,7.292598742,4.562614872,Corante
nd106 cloz11.tif,0.677453386,1.803224485,3.123871964,4.046943605,7.695767617,5.121952942,Corante
nd106 cloz11.tif,0.781440732,3.109831037,3.841131444,5.977171314,10.93226854,7.586948685,Corante
nd106 cloz11.tif,0.764856592,3.383006307,2.990814303,5.197833591,9.835680892,7.56431638,Corante
nd106 cloz11.tif,0.751121676,2.588458267,3.267847744,5.938818948,10.57295568,7.284915036,Corante
nd106 cloz11.tif,0.538366884,1.655219973,1.817230546,1.992690717,3.897654594,2.833089949,Corante
nd106 cloz11.tif,0.71832498,2.424163037,3.157490368,5.643466821,10.04562515,6.948977778,Corante
nd106 cloz11.tif,0.727175089,2.251645761,3.096079262,4.354406796,9.072760559,6.854607316,Corante
nd106 cloz11.tif,0.757709439,2.549470697,3.875245412,6.291129329,11.37431705,8.04455542,Corante
nd106 cloz11.tif,0.730010615,2.251478944,3.296775296,4.601795726,8.674701567,5.754798465,Corante
nd106 cloz11.tif,0.743706271,2.366769085,3.553270193,5.050244391,10.37043409,6.76123653,Corante
nd106 cloz11.tif,0.719051545,2.229752472,2.870571362,4.308274979,9.498706042,6.108460008,Corante
nd106 cloz11.tif,0.703163176,2.09970061,2.92964086,3.794775077,7.157996918,4.84508142,Corante
nd106 cloz11.tif,0.683228593,2.018445241,2.907245403,4.027838599,7.796050948,5.056288108,Corante
nd106 cloz11.tif,0.768933528,2.541550447,4.392757931,6.26624109,11.83176534,9.457709162,Corante
nd106 cloz11.tif,0.639123224,2.096633932,2.432311231,4.412360878,7.901531341,5.656759986,Corante
nd106 cloz11.tif,0.758556859,2.872635315,3.354548885,4.952282078,9.19267819,6.389501568,Corante
nd106 cloz11.tif,0.766996836,3.76075079,3.190046395,8.214851676,14.14784185,10.11625968,Corante
nd106 cloz11.tif,0.605821844,2.698863419,2.261085995,3.596275658,6.550242042,4.947026933,Corante
nd106 cloz11.tif,0.54399076,1.892455826,2.852393102,3.003850104,7.193524415,4.172418031,Corante
nd106 cloz11.tif,0.546234239,1.390199428,2.621600455,3.014945553,5.841135766,3.718896334,Corante
nd106 cloz11.tif,0.745481791,3.176136623,3.204804272,4.07808712,9.206991599,5.666270137,Corante
nd106 cloz11.tif,0.618837522,2.100328267,2.208925789,3.32489865,6.124100228,5.212133605,Corante
nd106 cloz11.tif,0.505925938,1.254343595,2.127589493,2.60167888,4.982523934,3.259774206,Corante
nd106 cloz11.tif,0.482089602,1.843678439,1.927934797,2.855706302,5.416918841,3.886722252,Corante
nd106 cloz11.tif,0.776333253,2.790908444,4.491362658,5.765737844,11.40444845,7.727779163,Corante
nd106 cloz11.tif,0.635641965,3.800021805,2.873670468,2.931262863,6.952838614,5.982270001,Corante
nd106 cloz11.tif,0.641122472,2.093534784,2.659234847,3.483482514,6.59014858,4.595923824,Corante
nd106 cloz11.tif,0.777253113,3.768623227,4.218807272,5.433487567,11.13633511,8.162106053,Corante
nd106 cloz11.tif,0.688353515,2.237668775,2.449874385,4.176138864,7.494775029,5.303034902,Corante
nd106 cloz11.tif,0.448505444,1.581803414,2.38066374,4.043092878,7.659908418,5.126642673,Corante
nd106 cloz11.tif,0.39274313,1.491044081,2.313948421,2.167710579,4.45624178,2.926492946,Corante
nd106 cloz11.tif,0.649697983,4.218312115,2.643286935,3.385900358,7.834946818,5.547381699,Corante
nd106 cloz11.tif,0.720975609,2.044967946,3.602517494,4.774957875,9.133868366,6.284674969,Corante
nd106 cloz11.tif,0.659595629,1.884543667,2.636639382,3.539401968,7.176325474,6.219676065,Corante
nd106 cloz11.tif,0.739839066,2.453186309,4.069910106,4.882557911,9.65508216,6.195791305,Corante
nd106 cloz11.tif,0.537962707,1.364186315,3.236043725,3.955752549,7.674387566,4.661670646,Corante
nd106 cloz11.tif,0.47524478,1.151824179,3.915281035,4.528324357,8.780048216,5.104567776,Corante
nd106 cloz11.tif,0.765642796,2.97370566,4.768157364,5.044921403,9.987909702,6.532888959,Corante
nd106 cloz11.tif,0.761160351,2.558605762,4.651970259,5.315009204,10.36722882,6.631466088,Corante
nd106 cloz11.tif,0.71685879,2.154411306,3.37077777,4.476676327,8.402842015,5.554116845,Corante
nd106 cloz11.tif,0.753900849,2.457515183,4.705365218,5.288676185,11.33837222,7.296087615,Corante
nd106 cloz11.tif,0.420677643,1.293742897,1.401995874,2.018034262,3.738301617,2.688528538,Corante
nd106 cloz11.tif,0.738907069,2.181470044,4.075159818,5.261592475,9.943358612,6.459883894,Corante
nd106 cloz12.tif,0.680465039,2.430285099,2.827329477,3.844261679,7.1883083,5.094778697,Corante
nd106 cloz12.tif,0.191837121,0.539371292,1.480589289,2.217391775,4.422626527,2.809412215,Corante
nd106 cloz12.tif,0.58193474,2.307383422,1.825686166,3.119491158,5.685480944,4.401915687,Corante
nd106 cloz12.tif,0.726937516,2.937782638,3.220023156,4.215684928,8.04277947,6.015023507,Corante
nd106 cloz12.tif,0.558893377,1.436325535,2.978447487,3.251046113,6.387107828,3.971426048,Corante
