Image,I1,I2,I3,I4,I5,I6,Class
nd106 cloz21.tif,0.727832156,2.776392083,3.418130331,4.018161964,7.842460508,5.553130755,Corante
nd106 cloz21.tif,0.671299739,2.152393177,2.876105221,5.304623766,9.39531421,6.41867111,Corante
nd106 cloz21.tif,0.683420684,3.21318088,2.882577873,3.598393495,6.839694222,5.208447969,Corante
nd106 cloz21.tif,0.692050421,2.256506311,2.899507367,3.594443803,7.13997571,5.010821559,Corante
nd106 cloz21.tif,0.670579346,2.209132766,2.580475008,3.851179335,7.299168297,5.144568364,Corante
nd106 cloz21.tif,0.573252503,1.780681644,2.252456847,3.092268422,5.918354254,4.868804466,Corante
nd106 cloz21.tif,0.695490213,3.275519533,2.47757597,4.286890163,8.09758242,6.834200691,Corante
nd106 cloz21.tif,0.521060616,1.410063147,2.107507528,2.554468493,4.885461195,3.260051074,Corante
nd106 cloz21.tif,0.703404717,2.416756606,2.705679729,3.788170545,7.074505423,5.06135906,Corante
nd106 cloz21.tif,0.700887111,2.769084962,3.94724888,3.914955231,7.917516037,5.317204697,Corante
nd106 cloz21.tif,0.461434279,2.76157482,1.668387345,2.310903751,4.358680275,3.698603273,Corante
nd106 cloz21.tif,0.640656678,2.009430422,2.737664932,3.47224125,6.589233539,4.825158562,Corante
nd106 cloz21.tif,0.533828093,1.435237911,2.286368027,2.67177546,5.159008676,3.491596087,Corante
nd106 cloz21.tif,0.618359866,1.679985185,2.703398048,3.699321061,7.167962792,4.679117641,Corante
nd106 cloz21.tif,0.661259023,4.419947033,2.719143302,3.663830587,6.928055557,6.218546562,Corante
nd106 cloz21.tif,0.687897321,2.346374625,4.428586696,4.374622483,9.024897995,5.782657602,Corante
nd106 cloz21.tif,0.693832039,2.128144778,4.560144556,3.937500073,8.269057179,5.031666517,Corante
nd106 cloz21.tif,0.624194226,2.675725288,2.512400702,4.362610124,7.875124284,5.757359805,Corante
nd106 cloz21.tif,0.658553771,2.027960811,2.57965975,3.650282974,6.782088116,4.67256296,Corante
nd106 cloz21.tif,0.604589109,1.72077805,2.961874269,3.761048385,7.152593116,4.621661016,Corante
nd106 cloz21.tif,0.435170922,1.11026643,2.465660684,2.971314873,5.695657996,3.537531377,Corante
nd106 cloz21.tif,0.552394286,1.438151888,2.295052997,3.093081634,5.871959875,4.058025965,Corante
nd106 cloz21.tif,0.47985566,1.150999863,2.345004676,3.068324152,6.004198423,4.612035086,Corante
nd106 cloz21.tif,0.773334069,2.960275036,3.933328102,5.966302274,11.25772174,7.535200956,Corante
nd106 cloz21.tif,0.764885261,2.597517689,5.425346355,6.284301919,12.18264453,8.436158024,Corante
nd106 cloz21.tif,0.705579702,2.125991389,2.957150459,4.058426504,7.948485649,6.042847319,Corante
nd106 cloz21.tif,0.056050446,0.242919016,1.237304248,1.344695357,2.635814631,1.481973944,Corante
nd106 cloz22.tif,0.476418149,1.635800205,3.052285825,2.416837984,5.952143068,3.274776491,Corante
nd106 cloz22.tif,0.700487802,2.863876115,2.872842485,3.545574592,6.790248853,5.614711669,Corante
nd106 cloz22.tif,0.707674718,2.019685937,4.126871005,5.362217847,10.10975613,6.416792511,Corante
nd106 cloz22.tif,0.668745264,2.382978346,2.818953081,3.766659595,7.389310522,5.602059314,Corante
nd106 cloz22.tif,0.242484077,0.723149614,0.793878799,0.84970239,1.672026527,1.243467398,Corante
nd106 cloz22.tif,0.073185999,0.963744083,1.268679926,1.936562617,4.107383537,2.871124895,Corante
nd106 cloz22.tif,-0.112887023,-0.082885098,0.322170424,1.231424138,2.676924664,1.398471452,Corante
nd106 cloz22.tif,0.209727133,0.647232772,2.094301469,1.499775374,3.296828409,1.849555629,Corante
nd106 cloz22.tif,0.726159879,2.312516176,5.041484554,5.109262738,10.22011828,6.270622366,Corante
nd106 cloz22.tif,0.520292974,1.648059827,2.362321669,2.867231915,5.483133372,3.814778663,Corante
nd106 cloz22.tif,0.557583465,1.77977644,2.56314802,3.183405205,6.057023653,4.247410811,Corante
nd106 cloz22.tif,0.594056477,1.659557879,2.656268191,3.745503957,6.94836878,4.742057888,Corante
nd106 cloz22.tif,-0.07504569,0.197241552,0.187398323,0.029292302,0.167682534,0.172234455,Corante
nd106 cloz22.tif,0.444549599,2.293662058,2.061223081,2.595132079,4.934000257,3.94363965,Corante
nd106 cloz22.tif,0.668990149,2.165841123,2.662051125,3.887298892,8.06638342,5.058053451,Corante
nd106 cloz22.tif,0.14081349,0.911078416,0.651405608,1.016742569,1.907970111,1.490723745,Corante
nd106 cloz22.tif,0.414511932,1.240620509,1.614739024,2.23484643,4.409828184,3.854039867,Corante
nd106 cloz22.tif,0.43930106,2.099908025,1.877179913,2.408824539,5.16326628,3.499750271,Corante
nd106 cloz22.tif,0.602336677,1.718158242,2.377351738,3.286883588,6.663567593,5.281929583,Corante
nd106 cloz22.tif,-0.152670616,-0.173361173,0.926627897,1.266192362,2.410709131,1.263169991,Corante
nd106 cloz22.tif,0.187249928,0.694571983,1.353472884,2.35003278,4.202046484,2.702337169,Corante
nd106 cloz22.tif,0.589214071,1.511054954,3.224288231,4.836695534,8.867340264,6.480690309,Corante
nd106 cloz22.tif,0.328295868,0.848536009,1.105904564,1.186346145,2.332748111,1.612335366,Corante
nd106 cloz22.tif,0.597667919,1.752529813,2.356603104,3.323879884,6.2991195,4.200145388,Corante
nd106 cloz22.tif,0.579044959,1.765387116,2.152884476,2.893599163,5.421248676,3.790727488,Corante
nd106 cloz22.tif,0.764241298,3.805704795,3.528627556,5.236797376,10.02019492,7.427123841,Corante
nd106 cloz22.tif,0.590908585,3.674396486,2.37632458,3.561373028,6.733753198,5.417378619,Corante
nd106 cloz22.tif,0.730355667,2.879595789,3.603558441,4.403948015,8.422538308,5.996741827,Corante
nd106 cloz22.tif,0.603478912,2.126126802,2.937654118,3.568929999,6.838846594,5.213229635,Corante
nd106 cloz22.tif,0.673859407,2.175551378,2.869346062,3.526641867,6.780653537,4.615112513,Corante
nd106 cloz22.tif,0.724304015,2.272229933,3.74494357,5.041093919,9.457862682,6.237353915,Corante
nd106 cloz22.tif,0.613400985,2.035977502,2.954514059,3.748627024,7.10183222,4.780591315,Corante
nd106 cloz22.tif,0.678274419,3.390694122,2.435531439,3.406799944,6.363059528,5.23234256,Corante
nd106 cloz22.tif,0.692448465,2.184273522,3.173345903,3.596096567,6.99993922,4.690898099,Corante
nd106 cloz22.tif,0.683864678,2.074828664,3.208832329,4.184941081,8.695692628,5.757614557,Corante
nd106 cloz22.tif,0.608112405,1.847346257,2.692932617,4.074985537,7.486202436,5.341779208,Corante
nd106 cloz22.tif,0.588690035,1.766604727,3.466442225,3.756715924,7.478040495,4.667554137,Corante
nd106 cloz22.tif,0.676411938,1.927887312,4.811892984,6.19247678,11.72692115,7.295266872,Corante
nd106 cloz22.tif,0.780378257,3.475063332,4.162430576,6.654222884,12.21015989,8.443969067,Corante
nd106 cloz22.tif,0.709882249,1.977535291,3.994078236,4.983248479,9.548350152,6.215492668,Corante
nd106 cloz22.tif,0.61701321,2.073547325,2.271321007,3.157566875,5.929690734,4.875296422,Corante
nd106 cloz22.tif,0.525649506,1.440536495,2.986410833,3.796414778,7.544870982,4.8051777,Corante
nd106 cloz22.tif,0.781959163,3.301226666,4.114576383,6.320141165,11.66156806,8.075006261,Corante
nd106 cloz22.tif,0.52925021,1.724109372,2.229376571,2.27029525,4.520136002,3.137631424,Corante
nd106 cloz22.tif,0.694077871,2.026243707,3.973704766,4.309253841,8.583058251,5.325815965,Corante
nd106 cloz22.tif,0.297840084,1.333695008,1.348811196,1.646540604,3.325195691,2.403763909,Corante
nd106 cloz22.tif,0.68599424,2.218740399,3.136154252,4.881244387,8.933603446,6.164880409,Corante
nd106 cloz22.tif,0.74200505,4.001688539,3.067069857,4.626809125,8.672696197,6.847812176,Corante
nd106 cloz22.tif,0.769413215,3.270548148,4.111044121,5.226485937,9.900237608,6.936773262,Corante
nd106 cloz22.tif,0.460925433,1.533144542,1.803053474,2.810733563,5.144701455,3.672102928,Corante
nd106 cloz22.tif,0.62966331,2.603588791,4.215940173,5.212649755,10.11393827,6.704312914,Corante
nd106 cloz22.tif,0.176437661,1.777332106,1.09493492,3.068289337,5.665046593,4.451508109,Corante
nd106 cloz22.tif,0.732001222,2.464339166,3.615495195,5.721651416,10.43819035,7.126391462,Corante
nd106 cloz22.tif,0.216134083,0.646985468,1.396398809,2.767601796,4.852501405,3.169443908,Corante
nd106 cloz22.tif,0.529790412,1.629845389,2.406841816,2.66301894,5.200597969,3.515074052,Corante
nd106 cloz22.tif,0.707867619,2.267051211,3.307687816,4.021838874,7.698577383,5.155441019,Corante
nd106 cloz22.tif,0.770295185,2.832087557,4.555793526,5.473591661,10.51762181,6.996554785,Corante
nd106 cloz22.tif,0.361063089,0.940392552,2.089676799,2.021034263,4.076434293,2.557827591,Corante
nd106 cloz22.tif,0.735358009,3.050142386,3.394980349,6.900126437,12.90392872,8.696794778,Corante
nd106 cloz22.tif,0.363540356,1.140652736,1.497422708,1.88423599,3.575639032,2.55327534,Corante
nd106 cloz22.tif,0.634302482,3.011433158,3.252665728,3.340292644,6.696383033,5.476128709,Corante
nd106 cloz22.tif,0.643211357,1.723848054,4.802946911,4.843965114,9.67651127,5.715839087,Corante
nd106 cloz22.tif,0.612448876,5.237733813,2.632039368,3.310489669,6.784695552,6.002723336,Corante
nd106 cloz22.tif,0.638323952,2.525378444,2.17113662,3.425779661,6.546138626,4.878336273,Corante
nd106 cloz22.tif,0.594408737,1.748460685,2.384226898,4.415181928,7.824991786,5.450755267,Corante
nd106 cloz22.tif,0.558451298,1.472634102,2.634709196,3.395221297,7.212186246,5.002000363,Corante
nd106 cloz22.tif,0.443070123,1.110272245,2.180444559,3.190798939,6.062601405,3.935390309,Corante
nd106 cloz22.tif,0.731940268,2.465510845,3.424974658,4.935140199,9.216553178,7.189454045,Corante
nd106 cloz22.tif,0.742637118,2.714598237,2.966119619,4.447101129,8.333459867,6.085172683,Corante
nd106 cloz22.tif,0.553178241,2.302755669,2.730278919,3.832905327,7.200988536,5.212492891,Corante
nd106 cloz22.tif,0.760652476,2.813902122,4.11934791,6.18714267,11.36968245,7.633114179,Corante
nd106 cloz22.tif,0.687966708,3.135855986,3.108979504,3.881961397,7.606366083,5.466732493,Corante
nd106 cloz22.tif,0.728518343,2.830537962,2.763663997,4.413642108,8.500637943,6.018082213,Corante
nd106 cloz22.tif,0.739692999,2.937813222,2.947125507,4.49057397,8.761513065,6.087326296,Corante
nd106 cloz22.tif,0.688439207,2.097493473,3.050714151,3.819839294,7.931643974,5.148641062,Corante
nd106 cloz22.tif,0.616787737,1.873602622,2.880824674,3.943043958,7.404360389,4.928436345,Corante
nd106 cloz22.tif,0.717836565,2.995728306,2.770042469,4.802302885,9.018680492,6.496155705,Corante
nd106 cloz22.tif,0.410823963,1.1420383,1.366684525,1.646721625,3.15851908,2.230120804,Corante
nd106 cloz22.tif,0.709149006,2.551064588,3.743568583,5.048075517,9.458573353,6.775051606,Corante
nd106 cloz22.tif,0.503739372,1.812079011,1.927141722,2.450883479,4.811654227,3.358338406,Corante
nd106 cloz22.tif,0.250634296,1.325398254,1.194319973,1.519492326,3.069290714,2.503844482,Corante
nd106 cloz22.tif,0.47311535,1.957102909,2.253263291,2.392458978,4.931569174,3.836261869,Corante
nd106 cloz22.tif,0.581961446,1.484274903,3.127531116,3.699860183,7.113556149,4.45734387,Corante
nd106 cloz22.tif,0.510741163,1.988737388,2.480016992,3.587872456,7.491348724,4.69331163,Corante
nd106 cloz22.tif,0.703017552,2.147388811,3.521644294,6.562237888,11.7142122,7.750635123,Corante
nd106 cloz22.tif,0.629938587,1.964458257,4.417906245,4.264779351,8.727019099,5.261089719,Corante
nd106 cloz22.tif,0.692056457,2.32520159,5.55742076,4.241237929,9.347058653,6.502914952,Corante
nd106 cloz22.tif,0.670856883,3.930499047,2.788752793,3.937499679,7.304768386,6.343754595,Corante
nd106 cloz22.tif,0.7163984,2.343895907,5.847168894,4.638138316,9.881444102,6.438626495,Corante
nd106 cloz22.tif,0.352068525,0.875189181,2.148430795,2.719205031,5.174712679,3.564608445,Corante
nd106 cloz22.tif,0.774906571,2.974788492,4.547709115,5.722195217,11.3420734,7.209772821,Corante
nd106 cloz22.tif,0.785012859,3.199741226,6.815958026,8.381830651,15.9836547,9.987346465,Corante
nd106 cloz22.tif,0.699052975,2.119425308,2.966791257,4.242918455,7.972860992,5.629934557,Corante
nd106 cloz23.tif,0.682170802,2.18635127,2.533660775,3.265959565,6.166801734,4.364512749,Corante
nd106 cloz23.tif,0.42866566,1.430096484,1.754316524,2.781683773,5.36442649,3.66282249,Corante
nd106 cloz23.tif,0.538777532,1.475828716,3.359794851,3.717882675,7.525111013,5.220604599,Corante
nd106 cloz23.tif,0.538898189,2.098091747,2.095068246,2.722870506,5.300927186,4.145316598,Corante
nd106 cloz23.tif,0.467565125,1.082439479,2.991076695,3.255956737,6.37974045,3.825062117,Corante
nd106 cloz23.tif,0.274747562,0.998992336,1.596622743,2.248736025,4.344813499,2.856387014,Corante
nd106 cloz23.tif,0.339410198,1.098663053,1.874660041,2.12964874,4.136382398,2.909221841,Corante
nd106 cloz23.tif,0.65647992,1.808653033,3.185730497,3.994419602,7.596660256,4.913109859,Corante
nd106 cloz23.tif,0.534345138,1.337788142,2.810531324,3.645375507,7.329053893,4.557757942,Corante
nd106 cloz23.tif,0.150014052,0.741421132,0.534677957,0.873111158,1.589965086,1.244116971,Corante
nd106 cloz23.tif,0.600169782,2.607284339,3.112649696,4.170867514,8.024842968,6.85008859,Corante
nd106 cloz23.tif,0.61301922,2.589195211,2.436539873,3.645652738,6.688024582,6.31352769,Corante
nd106 cloz23.tif,0.529638952,1.608258594,2.008836015,3.230862084,6.286842519,4.191841634,Corante
nd106 cloz23.tif,0.744752186,3.099293552,3.753019027,5.756222744,10.79688032,7.356964814,Corante
nd106 cloz23.tif,0.507196076,1.263835024,3.016112697,3.52600977,6.833570418,4.174881015,Corante
nd106 cloz23.tif,0.702491689,2.250948597,4.012224685,4.823802644,9.624684922,6.216704689,Corante
nd106 cloz23.tif,0.737431321,2.481832355,3.152228481,5.115442366,9.305669371,6.372811514,Corante
nd106 cloz23.tif,0.268031131,0.879605493,1.174293225,1.300923366,2.540512634,1.742840259,Corante
nd106 cloz23.tif,0.334010215,1.394305514,1.913036634,2.597665665,5.737208375,3.300110046,Corante
nd106 cloz23.tif,0.726961846,2.918072013,2.90074008,4.439861125,8.888916235,6.877759455,Corante
nd106 cloz23.tif,0.633454305,1.947580685,2.568392088,3.907384609,7.178656609,5.00602036,Corante
nd106 cloz23.tif,0.708900037,2.472778282,3.044816673,4.443242835,8.198338587,5.704053507,Corante
nd106 cloz23.tif,0.764229876,3.324890135,4.567357645,5.098047003,10.58231064,6.890231023,Corante
nd106 cloz23.tif,0.462816415,1.311870734,1.848804723,2.662274874,5.252938887,3.73533142,Corante
nd106 cloz23.tif,0.586137722,1.48483004,2.452233794,3.342131131,6.680938231,4.766918889,Corante
nd106 cloz23.tif,0.406082464,1.273011335,1.84041752,1.792404928,3.611881845,2.430772913,Corante
nd106 cloz23.tif,0.604530544,1.843845686,3.021865287,3.69447375,7.176423158,4.626558287,Corante
nd106 cloz23.tif,0.6197688,2.63739487,2.211598223,4.626571255,8.075280616,6.041470098,Corante
nd106 cloz23.tif,0.672509809,1.930794298,3.702153523,4.53396583,11.0609088,6.08098941,Corante
nd106 cloz23.tif,0.717043486,3.003620535,2.779552444,4.132142961,7.588670448,5.786153928,Corante
nd106 cloz23.tif,0.524123518,1.443630565,2.684556188,5.183243109,9.334520209,5.906989256,Corante
nd106 cloz23.tif,0.017591272,0.516995307,1.034843386,1.102645015,2.175809158,1.693722321,Corante
nd106 cloz23.tif,0.667222589,2.065219736,2.822540669,3.967983523,7.364092193,5.018514346,Corante
nd106 cloz23.tif,0.735340618,3.092015604,3.87169401,5.103276013,9.592844199,7.55468411,Corante
nd106 cloz23.tif,0.647359721,2.081180716,3.044750331,3.542113092,7.906729522,5.624547918,Corante
nd106 cloz23.tif,0.69174707,3.041686243,2.723337223,3.299308519,6.311365113,4.86768956,Corante
nd106 cloz23.tif,0.685424617,2.874928873,3.708463593,4.11151864,8.024788334,5.65672348,Corante
nd106 cloz23.tif,0.738975532,2.764553327,3.390664594,4.912994761,9.174639752,6.710744775,Corante
nd106 cloz23.tif,0.419962421,1.455815227,3.674159419,2.00993597,5.014461827,2.777337707,Corante
nd106 cloz23.tif,0.533279619,1.382743464,2.473562895,2.634207691,5.188194415,3.349530285,Corante
nd106 cloz23.tif,0.725300903,2.483316601,3.20912135,4.801313475,8.818669725,6.050234237,Corante
nd106 cloz23.tif,0.772829049,3.39125649,4.814413192,5.337815306,10.53428815,7.085005566,Corante
nd106 cloz23.tif,0.703212782,1.950629742,3.768154904,4.438772131,8.561703161,5.493929125,Corante
nd106 cloz23.tif,0.663361499,2.56071554,2.296310878,3.22114081,6.082701545,4.543943183,Corante
nd106 cloz23.tif,0.746955543,2.508717704,3.526951683,5.506283829,10.2917464,7.05183326,Corante
nd106 cloz23.tif,0.639948708,2.310842995,2.638325068,3.69130925,7.045030242,4.888595196,Corante
nd106 cloz23.tif,0.632201381,1.952541533,2.63496349,3.140803156,6.051417234,4.162115595,Corante
nd106 cloz23.tif,0.674818827,2.202420279,2.64323213,4.976544902,9.281677652,6.21704979,Corante
nd106 cloz23.tif,0.670125828,2.555182824,2.702351781,3.207825649,6.231225334,5.008164102,Corante
nd106 cloz23.tif,0.735265588,3.742618226,2.742068374,4.757968997,8.931996273,7.026925563,Corante
nd106 cloz23.tif,0.617652583,2.295878783,2.550587758,4.85867907,8.884277074,6.122418895,Corante
nd106 cloz23.tif,0.531914835,1.986671203,2.336338232,4.159661679,7.4077068,5.171265335,Corante
nd106 cloz23.tif,0.745064046,2.920918165,3.85347737,5.293124661,9.905693679,6.876931168,Corante
nd106 cloz23.tif,0.77925272,3.151378128,4.071943546,5.524938141,10.77536007,8.188000794,Corante
nd106 cloz23.tif,0.473927281,1.91840807,3.55661091,2.740658698,6.53131977,4.026157623,Corante
nd106 cloz23.tif,0.717189296,2.828221017,2.745561439,3.670843476,6.900512887,5.391301211,Corante
nd106 cloz23.tif,0.669679779,1.990442216,2.707108379,3.59272697,7.066895682,5.00378885,Corante
nd106 cloz23.tif,0.723265643,2.320322227,4.105562933,4.881682725,9.758588174,6.046183032,Corante
nd106 cloz23.tif,-0.130787077,-0.232060898,0.650874663,0.673836537,1.336292113,0.561091542,Corante
nd106 cloz23.tif,0.648380136,2.450245142,2.858642329,3.986791176,7.458925013,6.296578692,Corante
nd106 cloz23.tif,0.504795798,1.253614034,2.264107356,2.69684708,5.179141464,3.327134382,Corante
nd106 cloz23.tif,0.769258048,3.520542199,4.095556591,5.636600148,10.50570722,7.433840745,Corante
nd106 cloz23.tif,0.720022976,2.199840045,3.569424217,4.926571065,9.175524938,6.026668528,Corante
nd106 cloz23.tif,0.567144708,1.482697718,3.482112845,4.375313166,8.36522624,5.132580967,Corante
nd106 cloz23.tif,0.758928441,3.342484587,3.893255193,5.122159156,10.01545728,7.976417578,Corante
nd106 cloz23.tif,0.64253373,2.930032591,3.334291202,3.90805295,7.862066544,5.380945478,Corante
nd106 cloz23.tif,0.758519576,2.875444394,4.323237804,5.650411635,10.64439437,7.352089811,Corante
nd106 cloz23.tif,0.527707595,1.337403664,2.605499489,3.182321199,6.235372182,5.796472465,Corante
nd106 cloz23.tif,0.56653414,1.694192867,3.346524042,3.228367932,6.593563383,4.078693567,Corante
nd106 cloz23.tif,0.647151345,2.014210712,2.827517134,3.576722924,6.954387551,5.2042589,Corante
nd106 cloz23.tif,0.510245833,1.231835314,3.019543535,3.690494141,7.239071063,4.800253417,Corante
nd106 cloz23.tif,0.340949675,0.879895171,2.267657669,2.937418499,6.09146346,3.796677907,Corante
nd106 cloz23.tif,0.615791188,2.458270446,1.992131449,3.78681166,6.826999946,7.15413565,Corante
nd106 cloz23.tif,0.751129312,3.350406424,2.882781398,4.883007567,9.124176706,8.001998707,Corante
nd106 cloz23.tif,0.440674072,1.702787774,2.770823254,2.358431226,5.209216578,3.227013084,Corante
nd106 cloz23.tif,0.718158161,2.494068313,3.422627094,4.522414041,8.549694357,6.127419791,Corante
nd106 cloz23.tif,0.747749967,3.072853104,4.243912874,4.960447637,9.567626018,7.521621485,Corante
nd106 cloz23.tif,0.294316558,0.839153585,1.179957148,1.3643314,2.637450694,1.786760356,Corante
nd106 cloz23.tif,0.536936226,2.112698633,2.137101617,3.08243238,5.739791803,4.15515582,Corante
nd106 cloz23.tif,0.693276419,3.359708455,2.672303064,3.758448315,7.043065053,5.475085503,Corante
nd106 cloz23.tif,0.493494218,1.415202845,3.88969561,2.813011916,6.457254505,3.700487081,Corante
nd106 cloz23.tif,0.661345389,2.3291092,3.611016434,4.522207526,8.883350543,5.696287898,Corante
nd106 cloz23.tif,0.697172793,2.185791066,3.2978727,3.812363994,7.56370162,5.004439396,Corante
nd106 cloz23.tif,0.690671104,2.471052711,2.851647041,3.682791988,7.483803414,5.316755362,Corante
nd106 cloz23.tif,0.446675465,1.155213434,2.154595855,2.708790369,5.144031725,3.286667362,Corante
nd106 cloz23.tif,0.588265363,2.056223413,2.36798839,2.542687609,5.000257332,3.585216882,Corante
nd106 cloz23.tif,-0.038029183,0.972596734,0.507162807,1.616145811,3.224422015,2.567431725,Corante
nd106 cloz23.tif,0.625057857,1.779232878,2.515226582,3.365195127,6.527127731,4.719488615,Corante
nd106 cloz23.tif,0.423078022,1.132545903,3.127057537,2.398608005,5.206300493,3.064654651,Corante
nd106 cloz23.tif,0.710259457,4.470341181,4.124310675,3.721916978,7.915262843,6.154354756,Corante
nd106 cloz23.tif,0.506018318,1.697850964,2.236355994,3.791087128,6.901850999,4.777628983,Corante
nd106 cloz23.tif,0.694765776,3.169913995,2.809659698,3.720656918,7.890003595,5.631567199,Corante
nd106 cloz23.tif,0.586306434,1.794254345,2.443868035,3.639358339,6.805814933,4.544180169,Corante
nd106 cloz23.tif,0.528053959,1.426207999,2.254278449,2.745041854,5.261952894,3.763534775,Corante
nd106 cloz23.tif,0.559545978,1.844359776,2.682267986,3.734379169,6.999314734,4.681135998,Corante
nd106 cloz23.tif,0.676798874,1.915728612,3.153674001,3.514945016,6.849276146,4.524959757,Corante
nd106 cloz23.tif,0.608324203,2.69366485,2.028659541,3.622629588,6.596707314,5.08379139,Corante
nd106 cloz23.tif,0.764336087,2.840827785,3.826910455,4.886860875,9.253219245,6.324245841,Corante
nd106 cloz23.tif,0.774395105,2.905106327,4.266529858,5.734667911,11.08430226,7.216228884,Corante
nd106 cloz23.tif,0.715204778,2.110372444,3.583257749,4.690469267,10.66341801,7.001856612,Corante
nd106 cloz23.tif,0.194708871,1.14683283,1.749896466,2.062219396,4.46677127,3.386930656,Corante
nd106 cloz24.tif,0.685813682,2.450585815,2.838117906,6.243528745,10.79348481,7.48901409,Corante
nd106 cloz24.tif,0.569876585,1.744243806,2.142917887,2.778383073,5.276577735,3.761929341,Corante
nd106 cloz24.tif,-0.052963494,0.2180777,1.086984529,0.478817492,1.316109656,0.588531351,Corante
nd106 cloz24.tif,0.365389032,1.021667589,3.327171313,4.005138996,7.671948839,5.089523543,Corante
nd106 cloz24.tif,0.182322115,0.695030004,1.05903853,1.007747454,2.041152978,1.366811455,Corante
nd106 cloz24.tif,0.556867795,1.333822424,3.596050273,4.620123614,8.819739113,5.47500528,Corante
nd106 cloz24.tif,0.376061625,0.942967923,1.705607697,1.709758972,3.417544353,2.198494552,Corante
nd106 cloz24.tif,0.696917353,2.094978127,3.693799849,5.330886462,9.998034696,6.69265171,Corante
nd106 cloz24.tif,0.608675593,1.85244675,2.879890935,4.261383637,8.045573014,5.227192508,Corante
nd106 cloz24.tif,0.648970648,1.715698184,3.197713652,3.852303386,7.42221709,4.816814637,Corante
nd106 cloz24.tif,0.467806949,1.644913254,1.755084158,1.901431412,3.781307341,2.749286364,Corante
nd106 cloz24.tif,0.268403164,0.852798856,1.972044935,2.001899152,3.993069424,2.429312316,Corante
nd106 cloz24.tif,0.170315846,0.563417123,1.1739218,1.519586422,2.873604922,1.829530947,Corante
nd106 cloz24.tif,0.062270684,0.290168198,1.58066622,1.639501183,3.29657686,1.784910538,Corante
nd106 cloz24.tif,0.281359046,2.823050398,1.098318518,1.700258426,3.845356116,4.245778314,Corante
nd106 cloz24.tif,0.257045823,1.523182067,1.429033329,3.266216718,5.878507302,4.088328594,Corante
nd106 cloz24.tif,0.522934637,1.674914648,2.269235559,3.242474522,6.293721413,4.456886035,Corante
nd106 cloz24.tif,0.571913436,1.89398707,2.717186459,3.289807229,6.343951098,4.72309145,Corante
nd106 cloz24.tif,0.46403969,1.593291461,1.910258738,3.156835314,5.717156165,4.008564958,Corante
nd106 cloz24.tif,0.641493841,1.93565087,2.505349445,3.478658518,6.50802607,4.453249989,Corante
nd106 cloz24.tif,0.76696192,3.235396967,3.72066905,5.716130492,10.45030903,7.880156484,Corante
nd106 cloz24.tif,0.677881928,2.00591901,3.211773194,4.550756568,9.035587787,5.837961751,Corante
nd106 cloz24.tif,0.673353841,2.453868645,3.500286522,4.794712574,9.031871414,6.023947593,Corante
nd106 cloz24.tif,0.48501173,1.301392185,2.405948402,3.540033646,7.306917807,4.834655597,Corante
nd106 cloz24.tif,0.674713689,2.176259327,3.359863344,4.626759061,8.62820403,6.629398866,Corante
nd106 cloz24.tif,0.597384886,3.668100277,3.612678836,3.774342797,7.469475106,5.748850751,Corante
nd106 cloz24.tif,0.187474104,1.012846562,1.746359832,1.534736032,4.508935959,2.046937341,Corante
nd106 cloz24.tif,0.70354285,2.823476829,3.39054084,4.259715833,8.558101294,5.793089299,Corante
nd106 cloz24.tif,0.681912348,3.330553813,3.718879817,3.910552695,8.149349118,5.576523099,Corante
nd106 cloz24.tif,0.645214911,3.05307747,2.882234183,2.932078453,5.940026725,6.075329298,Corante
nd106 cloz24.tif,0.411763783,1.186231337,3.385235808,3.694787003,7.346012424,4.69345245,Corante
nd106 cloz24.tif,0.76036375,4.421038313,4.325788535,5.086709048,10.34658395,7.566844735,Corante
nd106 cloz24.tif,0.713321866,2.007153977,3.932622234,5.004012054,9.617998588,6.33578536,Corante
nd106 cloz24.tif,0.397551557,1.198236892,2.123576884,2.088771958,4.202915621,2.689710952,Corante
nd106 cloz24.tif,0.766087866,2.930147202,5.120799689,5.500363874,11.13103942,6.993611113,Corante
nd106 cloz24.tif,0.568988276,2.802851929,2.633305748,4.076841228,7.433071748,6.05291583,Corante
nd106 cloz24.tif,0.696894245,1.995665476,3.614507217,4.146743035,8.138870216,5.23664344,Corante
nd106 cloz24.tif,0.49210069,1.604410695,2.175882046,3.262402691,6.012603327,4.089559677,Corante
nd106 cloz24.tif,0.728029827,2.946477749,3.44848659,4.573125994,8.930486007,7.052074758,Corante
nd106 cloz24.tif,0.767912891,3.33927557,4.39242289,4.97910266,10.57112613,7.266236644,Corante
nd106 cloz24.tif,0.528453152,2.272460658,1.741865915,2.108035287,4.544023517,4.014310914,Corante
nd106 cloz24.tif,0.341586055,2.138455551,1.601264379,2.482960033,5.220704262,3.552378924,Corante
nd106 cloz24.tif,0.533658098,1.479375019,1.956591381,2.482632613,4.720509764,3.260681221,Corante
nd106 cloz24.tif,0.626884166,1.635684369,3.413406033,4.143974197,7.923772978,5.053331846,Corante
nd106 cloz24.tif,0.682235252,2.186421956,3.237731716,4.901072376,8.978453114,6.307922915,Corante
nd106 cloz24.tif,0.580452569,2.318170096,2.946471562,3.007745963,6.356694495,4.31353196,Corante
nd106 cloz24.tif,0.617502142,1.781948843,2.78424696,3.315703593,6.621879258,4.320779756,Corante
