I1,I2,I3,I4,I5,I6,Class
0.69833878,1.920842996,4.090810051,4.974140023,9.556920993,5.937577579,Corante
0.679167095,1.810278987,3.181575658,3.921929048,7.579635758,5.001126378,Candida
0.603871933,2.257785492,2.282992261,4.071249256,7.253711646,5.204924268,Corante
0.753900849,2.457515183,4.705365218,5.288676185,11.33837222,7.296087615,Corante
0.702352552,2.481138799,3.413091416,5.027444121,10.03748891,6.614478052,Candida
0.744821256,2.163562396,4.735079306,5.845124162,11.17104631,7.00360102,Candida
0.620947576,1.888824631,2.453113423,3.55793663,7.438908628,5.139392121,Corante
0.71092457,2.359163887,2.726819253,4.203975307,7.669372587,5.383557251,Candida
0.649207917,1.868851163,2.734413744,4.08657406,7.550588162,5.662490705,Candida
0.384416623,0.966130561,3.006313921,3.287510601,6.437541499,3.788244636,Corante
0.491529949,1.46475849,1.813135819,2.626606192,4.890826893,3.412764624,Corante
0.71092457,2.359163887,2.726819254,4.203975306,7.669372586,5.38355725,Corante
0.403417919,0.924429517,1.995561725,2.158564259,4.235684845,2.622299372,Candida
0.58828731,1.850698301,2.561625287,2.721241607,5.402538651,3.696079811,Candida
0.672533573,2.520792804,2.465564005,3.655347346,6.95232729,5.681226771,Corante
0.756594678,2.526631864,3.548475139,5.450835703,10.07748997,6.811781296,Candida
0.71092457,2.359163887,2.726819253,4.203975306,7.669372586,5.38355725,Candida
0.547021326,1.576647125,2.145208141,3.298363739,6.020385242,4.087272665,Candida
0.733248207,2.089247197,4.466095889,5.439686483,10.39367761,6.485179845,Candida
0.793168235,3.692184071,5.883167753,6.80905122,13.29316014,8.698947,Candida
0.727923437,2.789577024,3.0793341,3.866016084,7.338753753,5.270717578,Corante
0.660662676,1.875137408,4.672776595,4.271596653,8.752828892,5.210223317,Candida
0.731094393,2.064710246,4.452264687,5.644630529,10.95051486,6.940003746,Candida
0.576670926,1.410322416,4.32913763,5.011701276,9.718910949,5.71704252,Corante
0.751408557,2.279357196,4.244090295,5.556999029,10.47711892,6.719417929,Candida
0.747672794,2.595665797,4.382894803,5.229757715,10.09051352,7.369277254,Corante
0.430630791,1.287779362,1.363393389,2.036155384,3.93462123,3.034321305,Corante
0.450972682,1.216333125,2.870564934,3.318674271,6.684892031,4.44699102,Candida
0.777836618,3.219615324,4.037265154,5.84617986,10.81579704,7.573478502,Candida
0.70964621,2.268116306,2.920879156,3.787153877,7.210821104,4.974549267,Corante
0.576353038,1.748934843,2.62327069,3.163635431,6.981247458,4.67545757,Corante
0.785024918,24.81406084,20.32351767,20.32438063,40.64838275,32.73231232,Candida
0.777386982,2.670403097,4.252219773,5.725890027,10.76604595,7.084986864,Candida
0.662619982,1.709715755,19.99371192,20.53746448,42.12807508,21.50658375,Corante
0.213508843,0.578543782,2.004915034,3.021655728,5.632298261,3.665619722,Corante
0.60211495,1.858255243,2.307244397,3.968823454,7.612251653,4.943028384,Corante
0.48191576,1.260024482,1.854391194,2.572166602,4.904884511,3.414500297,Candida
0.785024918,24.85643636,20.35358491,20.30139407,40.62927914,32.73902999,Corante
0.345965472,0.870786335,1.895380655,2.494021543,4.80872837,3.383104494,Candida
0.785024918,26.00796309,22.13365563,22.12952204,44.26111093,35.13407228,Candida
0.779417426,2.981076701,4.267445857,5.588609361,10.53266471,7.085341733,Candida
0.533419193,1.322161467,2.576724163,3.227851798,6.234240201,4.397799457,Candida
0.749710244,2.224180975,4.110149256,5.175805065,9.831009429,6.308430879,Candida
0.772089327,2.706614978,4.566097527,5.887909086,11.14298956,7.266386639,Corante
0.774117398,2.571187723,4.394528855,5.971405026,11.16819641,7.277305771,Candida
0.152401682,0.411653472,1.557126102,1.880609698,3.637650713,2.345221152,Candida
0.759839728,2.339279389,4.877643153,6.150121661,12.03874523,8.02888773,Candida
0.568819279,1.742484263,2.119496982,2.80949644,5.508497894,4.727328492,Candida
0.378926149,1.405458634,2.031633449,1.881087202,3.841185047,2.586964159,Candida
0.500834803,1.153847854,2.802815158,3.139973983,6.114346776,3.731381081,Corante
0.766886554,2.666151779,4.640501865,5.856496306,11.31364852,8.340638287,Corante
0.191837121,0.539371292,1.480589289,2.217391775,4.422626527,2.809412215,Corante
0.764823631,2.647009115,3.782047831,5.859291779,10.77364561,7.322759089,Corante
0.662619982,1.709715755,23.65457396,24.30728446,48.52795935,26.05695968,Corante
0.723972371,2.247363242,3.034554397,4.072180893,7.626062479,5.196196745,Candida
0.688483737,2.950155097,2.922003632,4.132176559,7.823871959,5.863816745,Candida
0.749014031,2.359041405,5.431258254,5.345701025,11.27926028,6.526366179,Corante
0.600377598,1.450576273,4.521414179,5.368679353,10.43207922,6.30779493,Candida
0.420856295,1.038497237,3.070811786,3.469244532,6.830268694,4.254997115,Candida
0.584689686,1.708876892,2.359203441,3.771993429,7.325316458,6.100949327,Candida
0.705421496,2.159082434,3.050740794,4.269865595,7.961784662,5.354452592,Candida
0.707867619,2.267051211,3.307687816,4.021838874,7.698577383,5.155441019,Corante
0.792397215,3.833895999,4.573177415,7.117784391,12.96512983,9.315178686,Candida
0.737252892,2.821379109,3.907532697,4.878343976,9.35086773,6.49345174,Corante
0.662619982,1.709715755,20.7687599,20.68233474,41.40878666,23.22682529,Corante
0.54399076,1.892455826,2.852393102,3.003850104,7.193524415,4.172418031,Corante
0.77611837,2.624175637,4.573023546,5.984444588,11.26453985,7.299871465,Corante
0.405110552,1.310050583,1.275001919,1.656777382,3.122918252,2.343080412,Corante
0.670125828,2.555182824,2.702351781,3.207825649,6.231225334,5.008164102,Corante
0.751335456,2.232791204,4.419329704,5.755954478,11.37232572,8.282362647,Candida
0.688005439,1.89741162,3.448366643,4.335036152,8.814965582,5.691192359,Corante
0.662619982,1.709715755,19.72712839,19.73759943,39.46996372,20.5951017,Candida
0.695547289,2.904902634,2.868592836,3.433713487,6.600550649,5.129152468,Corante
0.7214807,2.173659722,3.021906672,3.914237034,7.4430728,5.057685926,Candida
0.720025205,2.001106478,4.585413854,5.45932585,10.49152427,6.473242207,Candida
0.39048119,2.41102741,1.241925414,3.174597887,5.382859538,4.380111592,Corante
0.505925938,1.254343595,2.127589493,2.60167888,4.982523934,3.259774206,Corante
0.738547107,2.296468371,3.458391644,4.649355784,8.971415291,6.185383309,Corante
0.72741553,2.143462415,3.153563996,4.1161601,7.753467385,5.214229554,Corante
0.7706791,2.574438869,5.99005831,6.737417935,13.11603552,8.211155551,Candida
0.748029089,3.197785961,4.20982311,4.461138501,8.820311816,6.067489321,Corante
0.444429333,1.806183273,1.489143765,2.398972242,5.300913074,4.063953297,Corante
0.7543773,2.377221628,4.494514214,7.762132464,14.21382003,9.015254514,Candida
0.765993031,2.640466524,19.23368745,19.11539456,38.33871529,20.46893732,Candida
0.513578948,1.221564331,2.683198613,3.058247889,5.934379113,3.71474655,Candida
0.785024918,25.05024023,19.88044306,19.6510041,39.42138005,32.20014254,Candida
0.657769201,1.649179965,3.868792296,4.376060612,8.498721062,5.201770486,Candida
0.73111259,2.182082838,4.628272593,5.768978389,11.42424979,7.166460326,Candida
0.625421243,1.664858646,2.819108053,3.609161709,6.825488009,4.441904696,Corante
0.785024918,25.05024023,19.76785719,19.68663104,39.42387469,32.23558214,Corante
0.769612143,2.561540351,3.879906938,5.210845539,9.764187566,6.491681516,Candida
0.696977032,1.855190117,3.988676289,5.124714816,10.62943443,6.521253857,Candida
0.649247626,2.250324584,2.690893788,4.649213392,8.329097446,5.902240917,Candida
0.785024918,25.05024023,20.11300859,20.10423846,40.33219315,32.98936834,Candida
0.707043555,2.958923038,2.705792435,4.042494356,9.124756491,5.522595493,Corante
0.60963428,1.627837994,2.848029191,3.117426717,6.130738718,3.947774852,Candida
0.764885261,2.597517689,5.425346355,6.284301919,12.18264453,8.436158024,Corante
0.702624485,3.209782507,3.638984005,3.840133671,8.007706527,5.713130846,Corante
0.754899973,2.458158933,3.900937906,4.902760395,9.46145514,6.24569706,Candida
0.652946248,1.850017574,3.581021544,3.763898118,7.517728219,4.734040021,Corante
0.660342145,2.150701703,2.722611013,3.55660566,6.696213997,4.631956512,Candida
0.785024918,23.84613035,18.49554313,18.44617454,36.95765622,30.46031882,Corante
0.633869929,1.800507919,2.881941299,3.913097343,7.689720224,4.990114756,Candida
0.76540135,2.399454701,6.333029921,7.398486266,14.44078413,8.906676041,Candida
0.750092384,2.980074211,3.016917474,4.164543636,7.762398666,5.657011677,Candida
0.376061625,0.942967923,1.705607697,1.709758972,3.417544353,2.198494552,Corante
0.781631809,3.762179647,4.727468706,5.37012561,10.68033695,7.354349452,Corante
0.778958886,2.849596878,5.074021269,7.102023613,13.34683148,9.500110607,Corante
0.575802189,1.518532225,2.527156453,3.153555351,6.014050299,4.107847298,Candida
0.538898189,2.098091747,2.095068246,2.722870506,5.300927186,4.145316598,Corante
0.705579702,2.125991389,2.957150459,4.058426504,7.948485649,6.042847319,Corante
0.769092971,2.461081602,5.337877706,7.015188045,13.27214958,8.29320998,Candida
0.429350978,0.981187828,2.247711573,2.843493439,5.448659023,3.564898288,Corante
0.675454377,2.738049995,3.449600737,3.633847373,8.798717209,5.006873387,Corante
0.520470569,1.900085036,1.895193953,2.649858367,4.998752937,3.636542393,Candida
0.717500638,3.144125863,4.264080929,3.873445486,7.945113363,5.864124087,Candida
0.77429083,3.302556028,20.13454039,19.44290591,39.28167293,21.10940652,Corante
0.598754242,1.711061382,2.516145223,3.065444599,5.872919935,3.921022939,Corante
0.729912446,2.174738339,4.124149126,5.186171532,10.58293146,7.922584176,Candida
0.785024918,25.05024023,20.40678541,20.2440573,40.60166671,32.83637523,Candida
0.775390602,2.960635694,19.04097141,19.19153717,38.30909011,20.71935062,Candida
0.645886017,1.700421014,2.628658805,3.302863421,6.268624534,4.153073928,Candida
0.774530688,2.635307569,4.969146283,6.901295763,12.84878771,9.377095867,Candida
0.716263767,1.964438212,4.226315008,5.160004494,9.863912719,6.17335821,Candida
0.125569156,0.320809063,1.928354212,2.817005807,5.406014933,3.055181811,Candida
0.793582359,3.64873989,5.361517678,7.861662096,14.62590953,9.688195839,Corante
0.632840959,1.728831794,3.129909049,4.141491671,7.933629814,5.4113704,Corante
0.707968228,2.3847996,3.65694476,5.621112069,10.26491638,6.820633433,Candida
0.744329912,2.483306215,3.30342719,4.632682882,9.54536673,6.791608752,Candida
0.773284311,4.51916868,3.256845619,5.839345781,11.15335226,8.305274124,Corante
0.776144255,3.621675086,3.636291471,5.808878566,10.53267376,7.657294731,Corante
0.681241237,1.806179974,19.59094558,19.58515022,39.18681588,20.49486703,Corante
0.700022046,1.901692759,19.4877273,19.84894456,39.54004683,20.9700527,Corante
0.545701331,1.593891712,2.296159856,2.224822052,4.485324908,3.021769551,Corante
0.778471082,4.048930906,4.569495724,6.266883451,12.06576151,8.297526642,Corante
0.574810697,1.464295838,2.159228598,2.617976129,5.006578493,3.350124048,Corante
0.726967764,2.078420046,4.153999197,5.069142105,9.775638669,6.471763605,Candida
0.387360284,0.972152195,19.48910907,19.62494131,39.18289066,21.4699485,Corante
0.727938561,2.595525521,3.809080169,4.445616864,9.025020008,6.149201073,Candida
0.727018991,2.17811978,3.484876707,5.105070152,9.436438535,6.279650047,Candida
0.769321869,3.265671318,4.045402609,4.884468092,9.359798807,6.527051429,Candida
0.728255293,2.851961929,2.964140328,4.238967901,8.173204089,5.979658836,Candida
0.465531033,1.226277715,2.12987106,2.118076518,4.242365134,2.795285152,Corante
0.746667111,2.304460624,3.65348203,5.315417081,10.32696515,6.869308989,Candida
0.785817663,2.884711038,4.802812343,6.531162714,12.1988369,7.974379285,Candida
0.129361201,0.491645782,0.759577759,1.421333753,2.593644791,1.788471016,Corante
0.566970035,1.423127147,2.892135129,3.601498545,6.912169159,4.327567542,Corante
0.700780757,2.152450299,3.71023237,4.524923827,8.971111408,5.611966405,Candida
0.648877869,1.696332574,3.063161234,3.990029699,8.18890294,5.078885811,Candida
0.785024918,25.05024023,20.27949374,20.30001065,40.64582961,32.88572917,Candida
0.735605915,2.178904513,3.49213813,4.772648414,9.217075481,6.019256948,Corante
0.700022046,1.901692759,22.71654251,23.32710262,46.5224411,24.91577774,Candida
0.76202761,2.485795594,4.880293596,5.577311749,11.73510314,6.839824542,Candida
0.632929116,1.680391725,2.757107264,3.540283247,7.06111923,5.339666335,Corante
0.785024918,24.85643636,19.79154979,19.69781379,39.44254949,32.12835914,Candida
0.743686047,3.63203079,3.260818577,4.362909854,8.318491539,6.924175465,Corante
0.755623209,3.049854285,3.109447314,5.237180588,10.37140356,7.134614886,Corante
0.512183115,1.488252121,3.227243314,2.692640965,5.712653732,3.43728393,Corante
0.630779607,1.606996577,3.192115622,4.210142155,8.303423009,5.281281037,Candida
0.570625392,1.63621892,1.997960526,3.002428991,5.510148442,3.83634756,Candida
0.692003459,1.891555694,2.951543141,4.045521314,8.101098893,6.009021072,Candida
0.778826693,2.806832055,5.674289736,6.84112377,13.19015539,8.244553418,Candida
0.602610545,1.79623389,2.485420274,3.139825226,6.842459773,4.422372832,Corante
0.712787888,1.931399927,4.058503586,4.83489317,9.282021416,5.800595121,Candida
0.387360284,0.972152195,19.38340138,19.63306663,39.14273877,20.64557293,Candida
0.692591835,1.872431109,3.923115021,4.464682647,8.664133946,5.438764672,Corante
0.714159561,2.207455746,2.713535193,4.137884133,8.020952786,5.815530303,Candida
0.776414827,2.936450394,3.510055121,5.078048466,9.466433686,6.586912785,Candida
0.789077547,3.142642035,4.642451402,7.05375552,13.58573437,8.90451354,Candida
0.562251297,1.511685445,1.928577761,2.283582343,4.391003083,3.041156378,Corante
0.768791012,2.647396261,4.958392277,5.54877255,11.1447364,6.922225472,Candida
0.785024918,24.85643636,19.76333592,19.70764986,39.44326464,32.13759977,Corante
0.542770567,1.700502392,2.282856274,3.213182932,6.526816508,4.782645683,Corante
0.754410412,3.007733872,3.115375597,4.551027439,8.696602492,6.628629329,Candida
0.575887861,1.845222008,2.013517582,3.064190551,5.607280846,3.987016336,Candida
0.766785836,3.163285445,3.774829704,5.357886223,10.07652833,7.188556465,Candida
0.510058395,1.174998613,3.454737668,3.647853135,7.202177667,4.283943962,Candida
0.785024918,26.06062097,22.15347942,22.08428354,44.20318931,35.13662166,Candida
0.707242987,2.091550753,2.741594612,3.839554735,7.21878576,5.018879024,Corante
0.771942926,2.869424733,4.326013838,6.185233734,11.44591926,7.897323088,Corante
0.357136012,0.866944964,2.173609636,2.179091973,4.355609578,2.662127707,Corante
0.482814439,1.288756435,2.010935337,2.398743702,4.604079152,3.082043966,Corante
0.771783946,2.868125469,3.938226005,5.33615875,10.00407856,6.942821353,Corante
0.639920977,1.620078437,3.331212802,3.962041057,7.609505991,4.780033603,Candida
0.746313641,2.230675725,3.911903407,5.16417333,9.931015469,6.5153206,Candida
0.732382525,2.807420448,3.001581897,4.555336587,9.408438003,6.083465691,Corante
0.703728546,3.028553207,2.525986777,4.015667044,7.826361513,5.634823172,Candida
0.700022046,1.901692759,19.81232979,19.91161242,39.77393801,20.89128129,Candida
0.700022046,1.901692759,22.89537641,22.93136837,45.8447567,23.89169892,Candida
0.451002768,1.276648154,1.529106827,2.094350786,3.921771934,2.792173269,Corante
0.757074831,2.332957112,5.270049226,7.753708922,14.26559701,8.927783556,Candida
0.663382746,1.820318023,3.429919474,4.936265251,9.715114512,6.85603806,Candida
0.567144708,1.482697718,3.482112845,4.375313166,8.36522624,5.132580967,Corante
0.758068373,2.398298165,4.26372726,5.986491595,11.19588454,7.194353693,Candida
0.647462029,1.866623636,2.946092246,3.114165421,6.144956349,4.109413511,Corante
0.785024918,23.84613035,18.58631247,18.41083001,36.93136229,30.42148291,Corante
0.638323952,2.525378444,2.17113662,3.425779661,6.546138626,4.878336273,Corante
0.397997198,1.249787764,2.334505442,2.972854308,5.63964149,3.604358557,Corante
0.76565232,3.480452917,4.582732507,5.608743691,10.70678442,8.036735603,Candida
0.63939739,2.132992411,2.495981706,4.754446006,8.384663684,6.265699766,Candida
0.678274419,3.390694122,2.435531439,3.406799944,6.363059528,5.23234256,Corante
0.732422507,2.383510253,3.521561922,4.26905248,8.175414724,5.465700799,Candida
0.785024918,25.05024023,19.64914156,19.70358625,39.43982124,32.29492569,Candida
0.599363004,1.622467248,2.722701046,3.473809366,6.67409783,4.855595596,Corante
0.708217475,2.195808001,3.041434561,4.253004576,7.916991271,5.351010595,Corante
0.729462125,2.651929745,3.814440008,4.244522722,8.27782182,5.607865014,Corante
0.726894518,2.575613269,3.478513641,4.598102349,9.368902297,6.337124945,Corante
0.699372343,1.853058942,4.364850462,5.135933416,9.891661375,6.089610662,Candida
0.695545635,3.122240186,2.804009278,3.392672098,6.972425202,5.177271068,Candida
0.751123417,2.650862404,4.166056974,4.922133565,9.811981238,6.468859841,Candida
0.743739143,2.292624118,4.338948047,5.370767692,10.29165592,6.626953106,Candida
0.772642202,2.62801708,5.185417146,6.426347232,12.28822322,7.743459483,Candida
0.690603954,1.834460288,4.388962089,5.835446567,11.69238124,8.397792089,Candida
0.71092457,2.359163887,2.726819253,4.203975295,7.669372569,5.383557238,Candida
0.497530725,1.516990438,2.479062045,5.481071913,9.535202342,6.523493587,Corante
0.568988276,2.802851929,2.633305748,4.076841228,7.433071748,6.05291583,Corante
0.538367981,1.534911699,2.063087831,2.213733219,4.355312439,3.025682902,Corante
0.443156199,1.16070323,2.299253714,3.323124023,6.164306058,3.907232342,Candida
0.710683919,3.697227356,2.565285764,4.199164926,8.160069849,6.47236908,Corante
0.581480872,1.724479823,2.754995398,2.950247358,6.535954856,3.847820014,Candida
0.735689267,2.547998617,3.355475332,4.237105256,9.22022821,5.538103314,Candida
0.620060042,1.617497234,5.367417892,4.607649577,9.651959127,5.704453711,Corante
0.700022046,1.901692759,19.91910332,19.92503715,39.84710745,20.87737974,Candida
0.669981519,2.337315194,2.909941062,3.255308941,6.487674651,4.654675979,Corante
0.680639006,1.809801627,3.242827412,3.810894444,7.345104249,4.768406465,Candida
0.785024918,23.84613035,18.83177051,18.39932745,37.03210613,30.36803702,Candida
0.664427484,1.79761336,22.77721606,23.13324277,46.10231199,24.05276985,Candida
0.768565943,2.50238473,4.106496758,5.742625772,10.85222929,7.355091955,Candida
0.633052417,1.829417843,3.497530802,3.199520541,6.664622519,4.114467598,Candida
0.722739811,1.99871352,4.610687638,5.8674767,11.22147137,6.965992681,Candida
0.662619982,1.709715755,20.5690257,21.25722919,42.48942239,23.62536646,Corante
0.745719848,2.179134964,4.366393392,5.40394666,10.29151663,6.495811048,Candida
0.74399427,2.242846415,4.031197145,5.081990425,9.693051059,6.220254797,Corante
0.370506627,1.155766411,2.452887619,2.39198548,4.970582021,3.16489414,Corante
