I1,I2,I3,I4,I5,I6,Class
0.741607926,2.297725476,3.336488003,4.62167067,8.620746331,5.782515042,Candida
0.77162733,3.396944307,4.616076544,5.350462022,10.46018971,7.146219955,Candida
0.787324663,3.01970519,4.46167686,6.419734447,13.00537867,8.579611632,Candida
0.187791796,0.57236537,1.440057148,1.708564836,3.287568366,2.040420263,Corante
0.766133702,2.830951642,3.428856909,5.431384385,9.880128551,7.319795833,Corante
0.785024918,24.81406084,20.3247406,20.3220163,40.64540556,32.73086692,Candida
0.761728084,2.474832817,4.190838657,5.116902889,9.774344512,6.44403629,Candida
0.724719032,2.018622483,4.140320009,5.189303261,9.916661721,6.328816609,Candida
0.726159879,2.312516176,5.041484554,5.109262738,10.22011828,6.270622366,Corante
0.730940767,2.335574575,2.940646525,4.261890531,8.295405718,6.337315085,Corante
0.627881187,1.897282047,4.586562704,3.282191941,7.216569264,4.230832965,Corante
0.785024918,25.05024023,19.78566052,19.6460096,39.36576094,32.2154577,Candida
0.75859534,2.313188386,4.572971956,5.851708307,11.16570547,7.192201558,Candida
0.57419418,1.501026349,2.8849523,3.342226307,6.465007439,4.097911179,Corante
0.706259275,1.880324888,4.764880852,5.95162505,11.85369592,7.192021525,Candida
0.646946709,2.62378713,4.559965747,3.695554402,8.027340912,5.101619384,Corante
0.756010995,3.289322344,3.12352073,4.612359023,8.504570938,6.55676616,Candida
0.659636008,2.520289265,2.499725463,3.502587278,6.503901935,4.78121426,Corante
0.665660911,2.260942341,4.868471204,3.465874508,7.805504475,4.746705279,Candida
0.681241237,1.806179974,19.45202914,19.58783866,39.15085724,20.49215417,Corante
0.58580124,1.398563202,21.51087063,20.13109077,40.95291791,20.97784598,Candida
0.772375979,2.508337565,5.751656464,7.398811466,14.26892964,8.792428021,Candida
0.617721165,1.494659831,4.191335051,5.099162795,10.90763878,6.485468921,Candida
0.752717988,4.061371921,3.847027476,5.280386147,10.29172448,7.363727667,Corante
0.700022046,1.901692759,20.10633852,20.16738993,40.30433373,21.13494124,Candida
0.742094569,2.229150888,3.680815278,4.615588062,8.765410686,5.734698137,Candida
0.705962991,3.063909752,2.979473133,4.131346571,8.553370105,5.983187426,Corante
0.764241298,3.805704795,3.528627556,5.236797376,10.02019492,7.427123841,Corante
0.74600516,2.433870743,4.122104699,5.355191734,10.09916885,6.602144258,Candida
0.764428103,2.526238001,3.815111399,5.190372579,9.718533939,6.824987988,Candida
0.174136133,0.406425373,1.623593892,1.596147133,3.206368608,1.802173525,Corante
0.775390602,2.960635694,20.76530556,20.77030901,41.53811634,22.25188678,Candida
0.675165239,2.226981981,2.521083366,3.045746642,5.862415,4.165312308,Candida
0.750574995,2.242263875,4.664693556,5.491637854,10.57324473,6.628178551,Candida
0.700022046,1.901692759,20.09646399,20.16611456,40.29752293,21.13627059,Candida
0.769055967,2.934890998,3.631885941,5.14096493,9.566486991,6.629623365,Candida
0.71092457,2.359163887,2.726819253,4.203975306,7.669372586,5.38355725,Candida
0.742734129,2.145427295,5.101111286,5.925962494,11.44139089,7.008499173,Candida
0.772055356,2.739516136,4.37894347,6.293055964,11.65894781,7.813096446,Corante
0.700022046,1.901692759,19.61818107,19.87870442,39.63469878,20.92944256,Corante
0.742588132,2.14815468,5.297626282,6.510507527,12.41463834,7.585168162,Candida
0.772713624,3.27847146,4.534258682,7.055195655,13.06221838,8.706814198,Corante
0.765176228,2.394567667,5.075717893,6.298727714,12.02118262,7.554543553,Candida
0.700022046,1.901692759,21.68371952,21.72633162,43.43138381,22.68851794,Candida
0.785024918,24.80378228,19.7204216,19.72161452,39.44263277,32.12474685,Candida
0.679921682,1.875864802,3.582747675,4.510583086,8.562728468,5.448515526,Candida
0.744197228,2.184602139,4.355203618,5.28677868,10.12304606,6.402125598,Candida
0.389745918,1.643376648,2.462534024,1.965970207,4.181429699,2.98698536,Corante
0.739280894,2.278979741,3.599947047,5.05936225,9.475416879,6.22320561,Corante
0.729733683,3.880361733,4.572395322,4.436292416,8.988589547,6.390563196,Corante
0.737048285,2.256701182,4.199637847,4.814766285,9.336535272,6.132556268,Corante
0.731745883,2.578367694,3.486796505,5.584688626,10.25236648,6.911341814,Corante
0.736601539,2.558222428,3.016784425,3.833826473,7.262973415,5.116001411,Candida
0.441669819,1.038485008,3.612981353,3.623421277,7.259436824,4.206574757,Corante
0.777645868,3.19157483,5.326269619,6.203726962,11.99478141,7.847374758,Corante
0.766762382,3.122896931,4.68140394,5.110170797,10.3328335,6.7719466,Corante
0.679244682,1.820619772,3.625291632,4.450402835,8.757752635,6.16488291,Corante
0.399247972,1.143495119,1.624139722,2.429968727,6.367987631,3.548558735,Corante
0.505183676,1.38086959,2.213310174,3.65682012,7.598190885,4.892802898,Corante
0.757233324,2.334008798,5.485084278,6.737731099,12.85646808,8.011662748,Candida
0.700022046,1.901692759,21.72161804,21.73080272,43.45701335,22.68397594,Candida
0.596341521,1.592115771,2.164987744,2.939866267,5.577050627,3.886951663,Candida
0.780530402,25.48507081,21.13906741,20.80592008,41.79650496,33.6624481,Candida
0.780936468,3.55319779,4.204473056,6.152943605,11.78446675,8.112121418,Candida
0.635560582,2.735047278,2.385200787,3.12051662,5.922091894,4.515274039,Corante
0.498956837,2.426053679,1.804029989,2.733888438,5.060778505,3.982671804,Corante
0.770750769,2.515351566,4.90981404,6.353908025,13.12087337,8.460716067,Candida
0.750369483,2.619427775,6.153575498,4.443295292,9.850445079,5.759197602,Corante
0.744902267,3.169764283,3.397126141,4.360328478,9.311316259,5.954152908,Candida
0.747396686,3.314019164,3.406452794,4.640495132,8.705850867,9.479033748,Corante
0.774130238,2.726655684,3.76226495,5.586478208,11.12995385,7.62139129,Candida
0.519849323,1.192223891,21.36580878,21.25458006,42.56566225,21.85457131,Candida
0.422121302,1.065416261,1.751932233,2.072644314,3.991472689,2.606482184,Candida
0.447206559,2.302469388,2.268571078,2.670275282,5.142010121,3.878772427,Corante
0.731518311,2.293036622,4.882624882,5.9970965,11.6217588,7.161331556,Corante
0.785024918,25.05024023,19.92641233,19.66263687,39.47062498,32.19135341,Candida
0.785024918,25.05024023,20.13949404,20.09092371,40.29949964,32.9594477,Candida
0.766762651,2.516775944,6.248848597,7.253913542,14.00681224,8.561803119,Candida
0.726563511,2.913949572,3.535307086,3.887142004,7.836309471,5.364444592,Corante
0.747241345,2.242486243,3.743077873,4.818785632,9.099956266,5.950217989,Candida
0.674713689,2.176259327,3.359863344,4.626759061,8.62820403,6.629398866,Corante
0.699300106,2.089383082,2.89064795,3.875708126,7.336234416,4.944813812,Corante
0.551641412,1.506687954,2.119209354,3.026806429,6.121389594,4.324159059,Corante
0.785024918,24.80123154,20.32209614,20.32486562,40.64834653,32.72618104,Candida
0.699732712,2.013372282,2.950223416,4.324620458,7.973955995,5.331771886,Candida
0.68795027,2.086119291,3.767954231,4.709440329,9.001823167,5.767965447,Corante
0.771339979,2.623764208,5.92545348,5.898245603,11.86064396,7.295660644,Candida
0.662619982,1.709715755,19.2168055,19.16786429,38.38814691,20.85900428,Corante
0.700022046,1.901692759,21.11936427,21.12872073,42.25276351,22.08193806,Candida
0.777244671,2.791805056,4.71824628,6.785828173,12.86251264,8.256257066,Candida
0.603633132,1.558038687,2.825369971,4.061123225,7.599609658,4.869446305,Corante
0.750530516,2.287071438,4.127655479,5.006643355,9.576235309,6.156245509,Candida
0.728213252,2.068627223,4.320769456,5.828159461,10.90374023,6.869105303,Candida
0.700916011,1.906021131,3.796992001,4.935073353,9.301328598,5.900848349,Candida
0.387360284,0.972152195,23.84841364,24.80265614,49.22542392,25.7880877,Candida
0.742933513,2.222957533,3.824239749,5.1644539,10.30367171,7.191080938,Candida
0.757729403,2.403549361,4.705713555,6.232905028,12.00667646,9.012359704,Candida
0.761917129,2.366075285,4.623797243,5.834884833,11.06681643,7.028104325,Candida
0.661372778,3.056219771,2.342176863,4.38456685,8.010900719,6.794214987,Corante
0.769160579,2.703722754,3.73940448,5.698680336,11.19355362,7.696661814,Candida
0.763616493,2.547753284,5.008221828,6.177874556,11.89081959,7.525536567,Corante
0.63423659,2.032384137,2.721038061,3.594259648,6.754858904,4.658535763,Corante
0.785024918,25.05024023,19.93000347,19.94804695,39.90517111,32.88832333,Candida
0.728267446,2.35440759,2.987727042,4.491461233,10.14678945,7.040337982,Corante
0.554805704,1.952165159,2.613493278,3.462481892,8.549985761,4.574701698,Candida
0.700022046,1.901692759,19.71906965,19.89732231,39.70773357,20.90709025,Candida
0.790264371,3.403381376,4.47673768,6.749887279,12.42511093,8.456960912,Corante
0.773373845,3.274048913,3.305778008,5.454069923,9.834006911,7.175852207,Corante
0.742283862,2.374714254,3.472628914,5.175626019,9.800164579,6.467370891,Corante
0.626368858,1.944932046,3.186940173,3.404918661,6.717281053,4.408551823,Candida
0.386181277,0.980015781,1.86450829,2.307775432,4.422533712,2.968144339,Candida
0.551774434,1.491573213,1.966001015,2.470299508,4.714209789,3.370432731,Candida
0.785024918,25.05024023,21.65695009,20.08014343,40.96653509,32.67968011,Candida
0.745000441,2.622178376,3.312698745,4.843579284,9.216226078,6.784706078,Candida
0.435548232,1.086097614,2.029970256,2.647251775,5.072383998,3.892337127,Corante
0.689401129,1.884454792,2.953327719,3.721304044,7.091355774,4.717481454,Candida
0.739787788,2.2467788,4.180995075,5.167377005,9.841920885,6.291787105,Candida
0.612148908,1.497278101,3.079538779,3.64888765,7.013503493,4.402692287,Corante
0.763702127,2.65112534,3.2128463,4.984154523,10.00263154,7.520017427,Candida
0.785024918,25.05024023,20.17961487,19.5750772,39.45959569,32.14280877,Candida
0.687990662,1.890273365,3.793213834,4.029278743,8.012631563,5.029932059,Candida
0.682777515,2.18318909,2.98951832,3.86402306,7.390229403,4.955629191,Candida
0.766628032,3.621636653,3.256803607,4.640653359,8.589869502,6.496903296,Candida
0.756718516,2.284551029,5.109061684,6.64126497,12.51772691,7.783653724,Candida
0.691654032,1.950272524,3.431195585,4.5475073,8.546108419,5.544297979,Corante
0.645886017,1.700421014,2.628658802,3.302863416,6.268624525,4.153073923,Corante
0.209727133,0.647232772,2.094301469,1.499775374,3.296828409,1.849555629,Corante
0.786753207,3.017051358,4.949747996,7.104017788,13.18390303,8.61787073,Corante
0.519849323,1.192223891,19.44425964,19.46576974,38.92238238,20.07842329,Corante
0.774563435,2.972422179,4.544750737,5.64845358,10.80415379,7.882091819,Candida
0.471985245,1.06610217,4.365807394,5.108116464,10.19871292,6.670424189,Candida
0.725847801,2.555067283,2.850758054,5.149465329,9.437980818,7.035859943,Candida
0.67087367,2.151866515,2.463829176,3.785319171,6.909893345,4.861252429,Corante
0.497199503,1.971011459,2.151472903,3.292943395,6.16066091,4.534700499,Corante
0.339410198,1.098663053,1.874660041,2.12964874,4.136382398,2.909221841,Corante
0.230441577,0.824775577,0.532193296,1.015915385,1.93578314,1.664914599,Corante
0.754917259,2.441116138,4.277479952,5.474372819,10.37304452,6.7432276,Candida
0.681241237,1.806179974,19.55887802,19.5811271,39.15113649,20.49345284,Candida
0.77012621,2.518233925,4.662197484,6.333282138,11.85823664,7.59665645,Candida
0.785024918,23.84613035,18.92017196,18.32895312,37.01401376,30.38477069,Candida
0.714304556,1.999031044,3.578552738,4.464224791,8.504533281,5.503854473,Corante
0.658067294,1.77367624,3.56056636,3.625864585,7.248560593,4.546729508,Candida
0.777117295,3.519461064,3.462612182,5.056399013,9.316804876,6.825387017,Candida
0.775479478,2.674575408,4.98069376,5.954014149,11.52173917,7.330960024,Candida
0.760786063,2.381516866,4.364851743,6.001287334,11.87837646,7.999306087,Candida
0.734055171,2.108389024,3.67804955,4.684826998,8.87015211,5.754169197,Candida
0.572147157,1.814903473,1.923907094,2.861558348,5.597141455,4.813473956,Corante
0.43930106,2.099908025,1.877179913,2.408824539,5.16326628,3.499750271,Corante
0.685756908,1.950923124,3.791498265,4.99334316,9.505419335,5.994931546,Candida
0.526160759,1.9977642,1.738967985,2.906702104,5.738902278,4.075874891,Candida
0.752142521,3.032920674,3.067401819,4.376705914,8.108332576,5.926930811,Corante
0.570024712,1.420964238,2.842359772,3.569902008,6.943317093,4.768971425,Corante
0.785024918,24.81406084,20.31297298,20.32319172,40.64129196,32.73350697,Candida
0.544578342,1.931816733,1.732140596,2.177885904,4.13425251,3.232972696,Corante
0.629554019,1.711467597,2.543848646,3.009723106,5.797710709,4.04037817,Corante
0.772611839,2.526107679,5.265258393,7.150650316,14.737061,10.45785776,Candida
0.747205392,2.186999059,5.358048405,6.624340324,13.02053423,8.115527087,Candida
0.667750811,2.801028913,2.617583427,3.383838858,6.47019698,4.855673523,Corante
0.757454831,2.529503636,4.57440437,5.214539908,10.29606674,6.491763414,Candida
0.667343575,1.705640609,3.767461441,4.299055043,8.334963902,5.19546483,Candida
0.646336923,2.157258384,3.091991159,3.245501571,6.455562325,4.324886585,Candida
0.522461582,1.297169185,2.365221209,3.037818532,5.83894344,3.869851342,Candida
0.719527988,1.99268232,3.708678723,4.698157766,9.042515538,5.909487596,Candida
0.67087367,2.151866515,2.463829177,3.785319168,6.909893341,4.861252426,Candida
0.757004273,2.688140995,4.130027084,5.330225064,10.21743851,6.984988224,Candida
0.652728955,1.98890919,21.59620713,21.8385421,43.56187259,23.21257366,Candida
0.785024918,24.85643636,20.3510534,20.3022153,40.62926582,32.73986924,Candida
0.668490298,2.707553035,3.323583965,3.344793079,7.457767174,4.70016784,Corante
0.53350658,1.616948545,2.421037724,3.450721197,6.541176718,4.301913258,Corante
0.726331137,2.423269506,3.22131142,4.591527484,8.660609354,5.80414127,Corante
0.581212995,1.808495692,2.495400099,3.086088626,5.931321649,4.758782229,Corante
0.720819562,3.617892295,2.749087872,3.796968316,7.096328996,5.725123305,Candida
0.785024918,23.84613035,18.33537033,18.24903466,36.5953337,30.5099378,Candida
0.737010826,2.611454998,3.010806963,4.742635238,9.200209692,6.060597457,Candida
0.210634057,0.461727133,1.922225773,2.195078277,4.260422487,2.503720017,Candida
0.785024918,25.05024023,20.47000526,20.16751942,40.49002649,32.78553358,Candida
0.555225678,1.356595961,2.304031109,2.728734118,5.245390385,3.407378575,Corante
0.482528792,1.598160983,1.840340784,2.375135719,4.495042612,3.236612037,Corante
0.734896504,2.201882055,3.344931571,4.404572908,8.280051758,5.510429463,Candida
0.682170802,2.18635127,2.533660775,3.265959565,6.166801734,4.364512749,Corante
0.67768081,2.014506589,2.837533269,3.502901207,6.838612433,4.621365926,Candida
0.66769812,1.766405225,21.74914962,22.70339213,45.48250497,25.49051388,Candida
0.785024918,23.84613035,18.87071702,18.40693239,37.07241488,30.3628914,Candida
0.588649453,1.954796064,2.46183868,2.425070338,4.952213847,3.404154923,Candida
0.707920008,2.321711158,3.005045624,4.086896583,7.935105275,7.879654532,Corante
0.504285277,1.244789998,2.250170142,2.664465122,5.122892012,3.289059299,Corante
0.785024918,23.6523083,18.53188428,18.50817653,37.02890135,30.33933789,Candida
0.653740543,1.828960782,2.564115607,3.356358371,6.530381152,4.933513018,Corante
0.688783971,2.139235156,3.26114947,4.021092023,8.530505559,6.369957177,Corante
0.769803946,2.782120813,4.112178154,5.73180198,11.90356593,7.131205256,Candida
0.680206683,2.158407941,3.164031732,3.381249217,6.662671198,4.625403203,Candida
0.677139359,1.784146716,3.173032756,3.641118742,7.053052604,4.570020659,Candida
0.713185839,2.686590244,3.3785804,4.529296298,8.561643112,6.042166926,Corante
0.629446728,3.021316055,2.76545422,3.46202382,7.805616664,5.034231978,Corante
0.662619982,1.709715755,20.82339208,20.88269045,41.73587817,21.79051436,Candida
0.772787378,3.057091815,4.371931396,5.622976941,11.24844865,8.115993488,Candida
0.643012512,1.581913617,4.489063949,5.004034281,9.752457617,5.800319244,Candida
0.785024918,26.25444099,23.39417229,21.8922546,44.56668852,35.09371709,Candida
0.76662045,2.424525985,4.620049216,5.96841056,11.30025892,7.245850677,Candida
0.764477697,2.392589031,4.628435375,5.913371517,11.20426614,7.154374297,Candida
0.747108521,2.390838057,3.0861577,4.553279312,8.669731493,5.980573642,Candida
0.770090531,2.722466883,4.598360465,5.622700879,10.74612824,7.431756829,Corante
0.700022046,1.901692759,23.01456079,23.43782192,46.70400641,24.61967764,Candida
0.740563986,2.133456656,4.933174958,6.303339704,12.2836261,7.888662707,Candida
0.658138336,1.723953769,3.923990674,4.594332624,9.324427233,6.641939863,Candida
0.699400784,2.26862073,2.657827934,3.778161164,7.136752228,5.117143072,Corante
0.675244127,1.801605922,3.412690809,4.259218683,8.554044948,5.99862651,Candida
0.629598437,1.662335546,2.849540641,3.594036916,6.818573651,4.462114039,Corante
0.695152191,3.19749066,2.740243174,5.385702285,9.503084165,8.002902134,Corante
0.335531885,0.965496491,1.491974063,2.491621688,4.597429499,3.075682425,Corante
0.785024918,24.85643636,20.1943297,20.29564273,40.54655144,32.77645212,Candida
0.700022046,1.901692759,21.7318714,21.73195423,43.46386704,22.68282131,Candida
0.570727224,1.392648027,2.631879319,3.233487524,6.185150661,3.957773392,Corante
0.355801865,1.388436906,1.464945857,3.262844415,5.825732373,4.123264311,Corante
0.687587327,2.030541644,2.888716128,3.441586745,6.62393227,4.464552408,Candida
0.749869963,2.224268472,4.449828538,5.530964384,10.53593868,6.682528896,Candida
0.674346211,3.47547511,3.010639492,3.817683668,7.233883734,5.590585497,Corante
0.648194692,1.833440266,3.560589469,3.573898044,7.281035102,4.695395339,Candida
0.759185604,3.78116111,3.245239468,4.418683168,8.575956088,6.646326437,Candida
0.424786168,1.524767341,3.043137161,2.627570567,5.46317683,3.751704358,Corante
0.722465168,1.999101968,4.252858376,5.502910738,10.57693606,6.633679894,Candida
0.782384711,2.754898743,5.251090525,7.178158014,13.53645261,8.767642655,Candida
0.585412622,1.517937169,2.440709477,3.449765182,6.408219575,4.242937135,Candida
0.759745835,2.526124616,3.566616241,4.899433722,10.03393039,6.789152137,Candida
0.618912876,1.679059314,2.846278323,3.321617541,6.405565953,4.162044008,Corante
0.785024918,23.60993316,18.52807618,18.51110063,37.03069261,30.31867143,Corante
0.785024918,25.05024023,20.07985602,20.25035937,40.73486233,33.07483054,Candida
0.44061944,1.126499396,2.046295423,3.011366343,5.54748533,3.578683583,Corante
0.687790252,3.499419959,2.565045876,4.094962273,7.564515348,6.452649199,Candida
0.701183861,1.862834709,4.516961659,5.327612111,10.2769281,6.404426202,Candida
0.794028439,3.617910356,4.846333041,7.143787203,13.15519165,9.166886708,Candida
0.786388133,3.278371357,5.810107086,6.427913999,13.75150162,8.260560944,Candida
0.746233396,2.386345554,4.847506611,4.4094036,9.040663846,5.609198873,Candida
0.700022046,1.901692759,19.90112718,19.92297473,39.83502921,20.87945916,Candida
0.674397298,1.928468325,3.964179799,4.965435801,9.441297462,5.942740608,Corante
0.728442378,2.133526984,3.823761714,5.163590374,9.707125136,6.276597573,Corante
0.38231161,1.156383053,1.602662661,1.948730133,3.735182637,2.757430664,Corante
0.785024918,24.85643636,20.31492541,20.26919237,40.56125848,32.72914036,Candida
0.769534002,2.828509953,3.429356984,5.48743051,10.22390247,6.945473865,Candida
0.593112987,1.546124578,3.941863204,3.807912845,7.693555888,4.581049647,Candida
0.690488695,2.575062147,3.235428587,4.533444187,10.37298876,5.85358605,Corante
0.785024918,25.05024023,20.39578348,20.19203462,40.49884924,32.81610573,Candida
0.387036452,0.925779037,2.635946551,3.135389232,6.036196717,3.817311277,Candida
0.752576983,2.257937408,4.107332948,5.301230136,10.04662732,6.500729912,Candida
0.752840361,2.947433316,3.828800087,5.054345418,11.44761533,6.611724629,Corante
0.732001222,2.464339166,3.615495195,5.721651416,10.43819035,7.126391462,Corante
0.685977405,2.420110999,3.900701345,3.399957449,8.19962143,4.646530543,Candida
0.707971878,1.9184458,3.932479322,4.830663057,9.32644482,6.06811522,Candida
0.738730578,2.130413087,4.357732161,5.496724614,10.44566085,6.574239005,Candida
0.785024918,25.05024023,20.08564742,19.62740857,39.49946099,32.15513201,Candida
0.638949157,2.193526268,3.222427999,3.337486776,6.733450595,4.520938483,Corante
0.785024918,23.84613035,18.5734928,18.36493874,36.95790853,30.48920962,Candida
0.725021808,2.532511157,2.899645174,3.842704078,7.300857954,5.960989576,Corante
0.66781546,2.394197627,3.44482888,3.330163427,6.85987072,4.591263475,Corante
0.735642955,5.068750595,3.107044922,4.119115008,7.960120851,6.977106818,Corante
0.713269045,1.97238059,3.891403853,4.717238017,9.022702182,5.70346451,Corante
0.664427484,1.79761336,21.76874548,21.55081232,43.53026715,23.17780956,Candida
0.700022046,1.901692759,26.03008281,26.77850594,53.74208015,28.55107176,Candida
0.623386671,1.98195901,2.17507063,2.788261002,5.298222589,3.779445496,Corante
0.510741163,1.988737388,2.480016992,3.587872456,7.491348724,4.69331163,Corante
0.566066026,2.238049265,2.119354611,2.797377921,6.679721502,4.32281424,Corante
0.662619982,1.709715755,21.05546613,21.13597772,42.38186226,22.1133736,Corante
0.664427484,1.79761336,19.82071729,19.89724374,39.76270068,20.7983064,Candida
0.598658482,1.60854438,2.446043977,3.187295571,6.277037807,4.56278845,Corante
0.604589109,1.72077805,2.961874269,3.761048385,7.152593116,4.621661016,Corante
0.775221703,2.720948434,3.993833734,5.85104499,11.34796736,7.69516523,Corante
0.780006912,3.512871796,3.947423684,5.517020536,10.29007157,7.292322715,Candida
0.736197967,2.09852209,4.607360555,5.718210825,10.92014952,6.808258954,Candida
0.70008816,1.893706099,4.177301376,5.185486224,9.890806377,6.156792904,Candida
0.268403164,0.852798856,1.972044935,2.001899152,3.993069424,2.429312316,Corante
0.785024918,23.84613035,18.54384499,18.40665924,36.90449644,30.43018726,Corante
0.785024918,24.80378228,20.32888636,20.32259952,40.64834247,32.72519568,Candida
0.796169118,4.591957717,4.64490547,7.915708269,14.29965761,10.28366154,Candida
0.785024918,24.85643636,19.7002659,19.71360603,39.42076337,32.15183306,Candida
0.515266832,2.064632899,2.215977177,2.503161387,6.028204039,4.792096858,Corante
0.507075734,3.032733593,4.3998839,2.813321954,6.419924881,4.32968875,Corante
0.762859834,2.837502451,3.449602781,5.329357573,9.776089428,6.848639619,Corante
0.785024918,23.84613035,18.93393593,18.36023545,37.00953503,30.33624093,Candida
0.334388997,0.75527703,4.122733084,4.054662843,8.148332529,4.43431613,Candida
0.662998447,2.504459132,2.253476498,3.413545818,6.933271488,5.332272884,Corante
0.458580525,1.17688997,3.765678336,4.13525183,8.984011073,5.097928311,Corante
0.58580124,1.398563202,21.57335756,20.71104892,41.8685154,22.73566721,Candida
0.718348742,2.279155767,3.083130505,3.759093396,7.20156292,5.308118274,Corante
0.387360284,0.972152195,19.067401,19.71769522,39.11057617,20.57063395,Corante
0.785024918,26.25444099,21.97540615,22.12603172,44.47022599,35.3894445,Candida
0.745443199,2.243784147,3.564252157,4.887062745,9.570301607,6.590384389,Candida
0.779826871,2.68190044,4.587076101,6.265032614,11.85303856,7.840367979,Candida
0.78420388,2.845036345,4.790255013,6.704042368,12.84625995,8.263819688,Candida
0.481278133,1.281953255,2.033778198,2.447691562,4.755848104,3.337436234,Corante
0.607399945,2.351887121,2.105285725,3.371671173,6.117036993,4.801844671,Corante
0.724589876,2.592419985,3.263731233,5.263748838,9.527853333,7.009001813,Corante
0.67087367,2.151866515,2.463829175,3.785319162,6.909893331,4.86125242,Candida
0.700280079,1.844020494,6.946750939,7.768963925,15.12787231,8.713878107,Candida
0.77925272,3.151378128,4.071943546,5.524938141,10.77536007,8.188000794,Corante
0.735358009,3.050142386,3.394980349,6.900126437,12.90392872,8.696794778,Corante
0.702574421,2.057775311,3.773564364,4.521010896,8.925991823,5.847452981,Candida
0.730571965,2.491300693,3.038046189,4.095967326,8.031044597,5.922885683,Candida
0.51780844,1.37232776,1.940739839,2.261227405,4.363799206,2.990721155,Corante
0.713544355,4.905868985,3.580006463,4.323668011,8.535024996,6.836008066,Corante
0.443070123,1.110272245,2.180444559,3.190798939,6.062601405,3.935390309,Corante
0.747035657,2.698052752,4.143484127,4.636344504,9.027873092,6.046230397,Candida
0.785024918,24.81406084,20.32726599,20.32117248,40.645401,32.73001956,Candida
0.772761611,2.588047732,5.159262545,7.04426325,13.4183872,8.643452818,Candida
0.71092457,2.359163887,2.726819254,4.203975306,7.669372586,5.38355725,Candida
0.785024918,26.00796309,22.116633,22.13082605,44.25455907,35.13764798,Candida
0.673137115,1.916281846,2.935497628,3.455985897,6.660090353,4.418941524,Corante
0.714780526,2.14922776,3.586679718,5.502333833,10.42915628,6.611772027,Candida
0.553483294,2.185518926,1.874671387,3.08702246,5.721019193,4.181346057,Corante
0.666144688,2.437682127,3.718008917,4.024511477,8.218238935,5.391125777,Candida
0.67087367,2.151866515,2.463829178,3.785319169,6.909893343,4.861252427,Corante
0.534820818,1.420179595,2.239912242,2.977450643,5.663954903,3.766604693,Candida
0.642256716,1.590834007,4.158052326,5.087120688,10.45114502,6.71365629,Candida
0.741484317,2.134785169,4.966287251,6.340690614,12.37866618,7.65290889,Candida
0.751458534,2.233213003,4.477507895,5.658890733,10.93527631,7.16119151,Candida
0.687929324,1.899303492,3.177738847,4.327053881,8.43699264,5.522188744,Candida
0.387360284,0.972152195,21.59073493,20.1879199,41.13651234,20.67465427,Corante
0.710196427,1.947414128,4.685733594,6.150373206,12.92709141,7.361002266,Candida
0.402146595,1.648344504,1.622161887,2.75204311,5.289070744,3.777702148,Corante
0.583258359,2.456807442,1.955992714,5.637750005,9.498035006,8.999906676,Candida
0.756463439,2.37117239,3.532323197,4.82634845,9.005961967,6.026157834,Candida
0.50499798,1.167012359,3.102407038,3.339831167,6.56095027,3.923337347,Corante
0.70779163,3.086186712,3.367493093,4.529047476,8.558255464,6.140902723,Corante
0.680510479,1.75656437,4.512445293,5.268184898,10.1630565,6.161115911,Candida
0.698148451,2.324081673,2.963308436,3.285474852,6.478840994,4.514718243,Candida
0.741056289,3.088986837,3.226329132,4.723831689,8.699097428,6.268550795,Corante
0.552739647,1.48150445,3.461470929,4.407411765,8.41753517,5.316829005,Corante
0.719483182,2.220265566,3.157342276,4.10434567,7.860468852,5.744512553,Corante
0.604912889,1.86748938,2.688961063,4.042656248,7.597052222,5.721683701,Candida
0.762977819,2.672618683,4.614633662,6.29220971,12.36086022,7.888177008,Candida
0.723972371,2.247363242,3.034554395,4.072180892,7.626062477,5.196196744,Candida
0.662619982,1.709715755,20.5993054,21.48407181,42.59950927,22.35585782,Corante
0.687966708,3.135855986,3.108979504,3.881961397,7.606366083,5.466732493,Corante
0.704797457,2.501007729,3.739259097,4.085249965,8.528361219,6.560351993,Corante
0.792040329,3.353471395,4.960035991,7.127570673,13.17171604,8.807678287,Candida
0.536875947,1.80381999,1.994110603,3.276436108,6.302722487,4.703485991,Corante
0.673308038,2.190042539,2.658915247,3.565963991,6.713683891,5.360443291,Corante
0.59761553,1.552540267,2.875038983,3.606267528,8.109151828,5.153751449,Corante
0.648941705,1.630515519,3.689948002,4.59570659,9.232879204,6.704784432,Candida
0.714165692,2.548970599,2.702931292,4.552135102,8.19332239,5.968802289,Corante
0.772266061,2.597520378,4.148604104,5.655761131,10.68803929,7.124913169,Candida
0.732590839,2.230148889,3.836210494,5.130797983,9.870226753,6.373497456,Corante
0.74150591,2.156729583,4.036789415,4.998808548,9.547437967,6.14702663,Candida
0.544418846,1.3823666,2.121405121,2.516709787,4.839176379,3.216995512,Corante
0.661799493,2.010764302,2.571722043,4.159822467,7.560921809,5.478768984,Corante
0.661018467,2.219194629,2.48469557,3.579792161,7.301798674,4.971829569,Candida
0.538777532,1.475828716,3.359794851,3.717882675,7.525111013,5.220604599,Corante
0.629347733,1.574967594,3.692313454,4.577085346,8.779037659,5.389462379,Corante
0.58580124,1.398563202,22.60432538,21.57066092,43.66253423,22.60238198,Candida
0.753120128,2.267331975,4.161699027,5.335056603,10.09625023,6.487589147,Candida
