,Area,I1,I2,I3,I4,I5,I6,I7,Class
0,3.05480450022,-1.2792893719,-0.369330183322,-0.164595480792,-0.127273067619,0.0664303966445,0.106021393602,-0.0670424015526,0
1,3.2723058444,-1.40439514623,-0.476389441202,-0.346292746534,-0.274582764619,-0.144432651844,-0.211139020722,-0.133886855081,0
2,3.32149486674,-1.67316462518,-0.66696248169,-0.379664231831,-0.316597324957,-0.165037274342,-0.25473761956,-0.144854934936,0
3,3.42365539257,-1.91299928039,-0.788091678628,-0.438240309872,-0.36015100612,-0.187091642271,-0.285102553923,0.175523286143,0
4,2.56584781867,-1.48075762668,-0.550825186371,-0.361208238701,-0.253644518053,0.134998276665,0.203001303006,0.133347546184,0
5,3.37088301678,-1.68176217076,-0.682957356636,-0.34250966318,-0.283976150402,-0.147182389405,-0.227992710093,0.141312102749,0
6,3.42053332269,-1.74397541573,-0.707923909901,-0.378145140356,-0.299491339787,-0.155421395067,-0.235099794649,0.152869443583,0
7,3.59906390588,-2.0237029789,-0.837476751975,-0.316334977716,-0.256573078006,-0.134472181036,-0.220084517669,0.123318312642,0
8,1.69897000434,-1.28738319567,-0.325783696106,-0.280427827025,-0.161946762944,0.0902069647462,0.129434623361,-0.0874834679283,0
9,2.59050746201,-1.26500467824,-0.264167571254,-0.220551613154,-0.141479796223,0.0765469127756,0.109879449974,0.077022989167,0
10,3.05614226206,-1.59409640477,-0.621090183158,-0.379554004789,-0.309820559676,-0.161706624135,-0.242506081348,0.150623341105,0
11,2.61700034112,-2.26979462961,-0.987739328511,-0.39589526844,-0.297072299415,-0.128695777483,0.228730250635,0.158415846919,0
12,2.81657269603,-1.35087125085,-0.471140469941,-0.20566522716,-0.170282614736,-0.0889310910877,-0.144129173741,-0.0827991632079,0
13,2.55266821611,-1.47913191777,-0.550637179935,-0.359237885189,-0.260864011566,-0.118951258991,0.182149385612,0.140005039269,0
14,2.12385164097,-1.29130804517,-0.345872288279,-0.223558420724,-0.175471633776,-0.0926646011753,0.122228801824,-0.0866195977254,0
15,3.12775251583,-1.26310091023,-0.316739194546,-0.204182743081,-0.143929332502,-0.0769613568987,-0.115433589568,-0.0766128429781,0
16,3.20749972331,-1.49022356988,-0.534987997865,-0.377783028446,-0.306381232322,-0.160639719264,-0.236653850459,-0.142628459395,0
17,2.23426412438,-1.4392027683,-0.344692228529,-0.33411506852,-0.230958700641,0.124694707638,-0.16961543786,0.118389183887,0
18,1.70329137812,-1.30609932733,-0.380119276464,-0.282995351927,-0.200922705082,0.100777992023,0.152355738085,0.108206388495,0
19,2.9973863844,-1.25898067397,-0.291856504854,-0.190123951584,-0.132040073671,-0.0706564790778,-0.105787627751,-0.0707773200152,0
